 Node ID,0:00 ,1:00 ,2:00 ,3:00 ,4:00 ,5:00 ,6:00 ,7:00 ,8:00 ,9:00 ,10:00 ,
1,47.212220,47.212400,47.212400,47.212400,47.212400,47.212400,47.212400,47.212400,47.212400,47.212400,47.212400,
2,47.218810,47.218990,47.218990,47.218990,47.218990,47.218990,47.218990,47.218990,47.218990,47.218990,47.218990,
3,47.230210,47.230380,47.230380,47.230380,47.230380,47.230380,47.230380,47.230380,47.230380,47.230380,47.230380,
4,47.208970,47.209140,47.209140,47.209140,47.209140,47.209140,47.209140,47.209140,47.209140,47.209140,47.209140,
5,47.165750,47.165930,47.165930,47.165930,47.165930,47.165930,47.165930,47.165930,47.165930,47.165930,47.165930,
6,47.097080,47.097250,47.097250,47.097250,47.097250,47.097250,47.097250,47.097250,47.097250,47.097250,47.097250,
7,47.080600,47.080780,47.080780,47.080780,47.080780,47.080780,47.080780,47.080780,47.080780,47.080780,47.080780,
8,47.089830,47.090000,47.090000,47.090000,47.090000,47.090000,47.090000,47.090000,47.090000,47.090000,47.090000,
9,47.078000,47.078170,47.078170,47.078170,47.078170,47.078170,47.078170,47.078170,47.078170,47.078170,47.078170,
10,47.076520,47.076690,47.076690,47.076690,47.076690,47.076690,47.076690,47.076690,47.076690,47.076690,47.076690,
11,47.071330,47.071510,47.071510,47.071510,47.071510,47.071510,47.071510,47.071510,47.071510,47.071510,47.071510,
12,47.070000,47.070170,47.070170,47.070170,47.070170,47.070170,47.070170,47.070170,47.070170,47.070170,47.070170,
13,50.206710,50.206900,50.206900,50.206900,50.206900,50.206900,50.206900,50.206900,50.206900,50.206900,50.206900,
14,47.067540,47.067710,47.067710,47.067710,47.067710,47.067710,47.067710,47.067710,47.067710,47.067710,47.067710,
15,47.065570,47.065740,47.065740,47.065740,47.065740,47.065740,47.065740,47.065740,47.065740,47.065740,47.065740,
16,47.054070,47.054250,47.054250,47.054250,47.054250,47.054250,47.054250,47.054250,47.054250,47.054250,47.054250,
17,47.054330,47.054500,47.054500,47.054500,47.054500,47.054500,47.054500,47.054500,47.054500,47.054500,47.054500,
18,47.063480,47.063650,47.063650,47.063650,47.063650,47.063650,47.063650,47.063650,47.063650,47.063650,47.063650,
19,47.067650,47.067820,47.067820,47.067820,47.067820,47.067820,47.067820,47.067820,47.067820,47.067820,47.067820,
20,47.076320,47.076490,47.076490,47.076490,47.076490,47.076490,47.076490,47.076490,47.076490,47.076490,47.076490,
21,47.076890,47.077060,47.077060,47.077060,47.077060,47.077060,47.077060,47.077060,47.077060,47.077060,47.077060,
22,47.079540,47.079710,47.079710,47.079710,47.079710,47.079710,47.079710,47.079710,47.079710,47.079710,47.079710,
23,47.094220,47.094390,47.094390,47.094390,47.094390,47.094390,47.094390,47.094390,47.094390,47.094390,47.094390,
24,47.104710,47.104890,47.104890,47.104890,47.104890,47.104890,47.104890,47.104890,47.104890,47.104890,47.104890,
25,47.144160,47.144330,47.144330,47.144330,47.144330,47.144330,47.144330,47.144330,47.144330,47.144330,47.144330,
26,47.220150,47.220320,47.220320,47.220320,47.220320,47.220320,47.220320,47.220320,47.220320,47.220320,47.220320,
27,47.309600,47.309780,47.309780,47.309780,47.309780,47.309780,47.309780,47.309780,47.309780,47.309780,47.309780,
28,47.600400,47.600570,47.600570,47.600570,47.600570,47.600570,47.600570,47.600570,47.600570,47.600570,47.600570,
29,48.015130,48.015300,48.015300,48.015300,48.015300,48.015300,48.015300,48.015300,48.015300,48.015300,48.015300,
30,48.220420,48.220600,48.220600,48.220600,48.220600,48.220600,48.220600,48.220600,48.220600,48.220600,48.220600,
31,47.955970,47.956150,47.956150,47.956150,47.956150,47.956150,47.956150,47.956150,47.956150,47.956150,47.956150,
32,47.389580,47.389750,47.389750,47.389750,47.389750,47.389750,47.389750,47.389750,47.389750,47.389750,47.389750,
33,47.240740,47.240910,47.240910,47.240910,47.240910,47.240910,47.240910,47.240910,47.240910,47.240910,47.240910,
34,47.413700,47.413880,47.413880,47.413880,47.413880,47.413880,47.413880,47.413880,47.413880,47.413880,47.413880,
35,47.182460,47.182640,47.182640,47.182640,47.182640,47.182640,47.182640,47.182640,47.182640,47.182640,47.182640,
36,47.136860,47.137030,47.137030,47.137030,47.137030,47.137030,47.137030,47.137030,47.137030,47.137030,47.137030,
37,47.106050,47.106230,47.106230,47.106230,47.106230,47.106230,47.106230,47.106230,47.106230,47.106230,47.106230,
38,47.090060,47.090230,47.090230,47.090230,47.090230,47.090230,47.090230,47.090230,47.090230,47.090230,47.090230,
39,47.086550,47.086730,47.086730,47.086730,47.086730,47.086730,47.086730,47.086730,47.086730,47.086730,47.086730,
40,47.092010,47.092190,47.092190,47.092190,47.092190,47.092190,47.092190,47.092190,47.092190,47.092190,47.092190,
41,47.098740,47.098920,47.098920,47.098920,47.098920,47.098920,47.098920,47.098920,47.098920,47.098920,47.098920,
42,47.114570,47.114750,47.114750,47.114750,47.114750,47.114750,47.114750,47.114750,47.114750,47.114750,47.114750,
43,47.171280,47.171460,47.171460,47.171460,47.171460,47.171460,47.171460,47.171460,47.171460,47.171460,47.171460,
44,47.521300,47.521470,47.521470,47.521470,47.521470,47.521470,47.521470,47.521470,47.521470,47.521470,47.521470,
45,47.895980,47.896160,47.896160,47.896160,47.896160,47.896160,47.896160,47.896160,47.896160,47.896160,47.896160,
46,48.239280,48.239460,48.239460,48.239460,48.239460,48.239460,48.239460,48.239460,48.239460,48.239460,48.239460,
47,48.076400,48.076570,48.076570,48.076570,48.076570,48.076570,48.076570,48.076570,48.076570,48.076570,48.076570,
48,48.076050,48.076230,48.076230,48.076230,48.076230,48.076230,48.076230,48.076230,48.076230,48.076230,48.076230,
49,47.130290,47.130470,47.130470,47.130470,47.130470,47.130470,47.130470,47.130470,47.130470,47.130470,47.130470,
50,47.101920,47.102100,47.102100,47.102100,47.102100,47.102100,47.102100,47.102100,47.102100,47.102100,47.102100,
51,47.092920,47.093090,47.093090,47.093090,47.093090,47.093090,47.093090,47.093090,47.093090,47.093090,47.093090,
52,49.466620,49.466800,49.466800,49.466800,49.466800,49.466800,49.466800,49.466800,49.466800,49.466800,49.466800,
53,55.136560,55.136730,55.136730,55.136730,55.136730,55.136730,55.136730,55.136730,55.136730,55.136730,55.136730,
54,49.463950,49.464130,49.464130,49.464130,49.464130,49.464130,49.464130,49.464130,49.464130,49.464130,49.464130,
55,49.458920,49.459100,49.459100,49.459100,49.459100,49.459100,49.459100,49.459100,49.459100,49.459100,49.459100,
56,49.455100,49.455280,49.455280,49.455280,49.455280,49.455280,49.455280,49.455280,49.455280,49.455280,49.455280,
57,49.454270,49.454440,49.454440,49.454440,49.454440,49.454440,49.454440,49.454440,49.454440,49.454440,49.454440,
58,49.437100,49.437280,49.437280,49.437280,49.437280,49.437280,49.437280,49.437280,49.437280,49.437280,49.437280,
59,50.073140,50.073310,50.073310,50.073310,50.073310,50.073310,50.073310,50.073310,50.073310,50.073310,50.073310,
60,49.046710,49.046880,49.046880,49.046880,49.046880,49.046880,49.046880,49.046880,49.046880,49.046880,49.046880,
61,55.136340,55.136520,55.136520,55.136520,55.136520,55.136520,55.136520,55.136520,55.136520,55.136520,55.136520,
62,55.136730,55.136900,55.136900,55.136900,55.136900,55.136900,55.136900,55.136900,55.136900,55.136900,55.136900,
63,55.137290,55.137470,55.137470,55.137470,55.137470,55.137470,55.137470,55.137470,55.137470,55.137470,55.137470,
64,55.150630,55.150800,55.150800,55.150800,55.150800,55.150800,55.150800,55.150800,55.150800,55.150800,55.150800,
65,49.472350,49.472530,49.472530,49.472530,49.472530,49.472530,49.472530,49.472530,49.472530,49.472530,49.472530,
66,49.472440,49.472610,49.472610,49.472610,49.472610,49.472610,49.472610,49.472610,49.472610,49.472610,49.472610,
67,49.473340,49.473520,49.473520,49.473520,49.473520,49.473520,49.473520,49.473520,49.473520,49.473520,49.473520,
68,49.475830,49.476010,49.476010,49.476010,49.476010,49.476010,49.476010,49.476010,49.476010,49.476010,49.476010,
69,49.509740,49.509910,49.509910,49.509910,49.509910,49.509910,49.509910,49.509910,49.509910,49.509910,49.509910,
70,49.480350,49.480530,49.480530,49.480530,49.480530,49.480530,49.480530,49.480530,49.480530,49.480530,49.480530,
71,49.491780,49.491950,49.491950,49.491950,49.491950,49.491950,49.491950,49.491950,49.491950,49.491950,49.491950,
72,49.564660,49.564830,49.564830,49.564830,49.564830,49.564830,49.564830,49.564830,49.564830,49.564830,49.564830,
73,49.609720,49.609900,49.609900,49.609900,49.609900,49.609900,49.609900,49.609900,49.609900,49.609900,49.609900,
74,49.659240,49.659420,49.659420,49.659420,49.659420,49.659420,49.659420,49.659420,49.659420,49.659420,49.659420,
75,55.137240,55.137410,55.137410,55.137410,55.137410,55.137410,55.137410,55.137410,55.137410,55.137410,55.137410,
