 Node ID,0:00 ,1:00 ,2:00 ,3:00 ,4:00 ,5:00 ,6:00 ,7:00 ,8:00 ,9:00 ,10:00 ,
76,50.670000,50.670180,50.670180,50.670180,50.670180,50.670180,50.670180,50.670180,50.670180,50.670180,50.670180,
77,52.620120,52.620290,52.620290,52.620290,52.620290,52.620290,52.620290,52.620290,52.620290,52.620290,52.620290,
78,51.092270,51.092460,51.092460,51.092460,51.092460,51.092460,51.092460,51.092460,51.092460,51.092460,51.092460,
79,50.570030,50.570210,50.570210,50.570210,50.570210,50.570210,50.570210,50.570210,50.570210,50.570210,50.570210,
80,50.225420,50.225610,50.225610,50.225610,50.225610,50.225610,50.225610,50.225610,50.225610,50.225610,50.225610,
81,50.162070,50.162250,50.162250,50.162250,50.162250,50.162250,50.162250,50.162250,50.162250,50.162250,50.162250,
82,50.135240,50.135420,50.135420,50.135420,50.135420,50.135420,50.135420,50.135420,50.135420,50.135420,50.135420,
83,50.132480,50.132670,50.132670,50.132670,50.132670,50.132670,50.132670,50.132670,50.132670,50.132670,50.132670,
84,50.132050,50.132240,50.132240,50.132240,50.132240,50.132240,50.132240,50.132240,50.132240,50.132240,50.132240,
85,47.254720,47.254900,47.254900,47.254900,47.254900,47.254900,47.254900,47.254900,47.254900,47.254900,47.254900,
86,50.133870,50.134050,50.134050,50.134050,50.134050,50.134050,50.134050,50.134050,50.134050,50.134050,50.134050,
87,50.138570,50.138750,50.138750,50.138750,50.138750,50.138750,50.138750,50.138750,50.138750,50.138750,50.138750,
88,50.131980,50.132170,50.132170,50.132170,50.132170,50.132170,50.132170,50.132170,50.132170,50.132170,50.132170,
89,47.107590,47.107770,47.107770,47.107770,47.107770,47.107770,47.107770,47.107770,47.107770,47.107770,47.107770,
90,50.133830,50.134020,50.134020,50.134020,50.134020,50.134020,50.134020,50.134020,50.134020,50.134020,50.134020,
91,50.138950,50.139140,50.139140,50.139140,50.139140,50.139140,50.139140,50.139140,50.139140,50.139140,50.139140,
92,50.133730,50.133920,50.133920,50.133920,50.133920,50.133920,50.133920,50.133920,50.133920,50.133920,50.133920,
93,50.135430,50.135620,50.135620,50.135620,50.135620,50.135620,50.135620,50.135620,50.135620,50.135620,50.135620,
94,55.138170,55.138340,55.138340,55.138340,55.138340,55.138340,55.138340,55.138340,55.138340,55.138340,55.138340,
95,50.138390,50.138570,50.138570,50.138570,50.138570,50.138570,50.138570,50.138570,50.138570,50.138570,50.138570,
96,50.156020,50.156210,50.156210,50.156210,50.156210,50.156210,50.156210,50.156210,50.156210,50.156210,50.156210,
97,50.147720,50.147900,50.147900,50.147900,50.147900,50.147900,50.147900,50.147900,50.147900,50.147900,50.147900,
98,50.154700,50.154890,50.154890,50.154890,50.154890,50.154890,50.154890,50.154890,50.154890,50.154890,50.154890,
99,50.216940,50.217130,50.217130,50.217130,50.217130,50.217130,50.217130,50.217130,50.217130,50.217130,50.217130,
100,50.206650,50.206840,50.206840,50.206840,50.206840,50.206840,50.206840,50.206840,50.206840,50.206840,50.206840,
101,50.291240,50.291430,50.291430,50.291430,50.291430,50.291430,50.291430,50.291430,50.291430,50.291430,50.291430,
102,50.351060,50.351240,50.351240,50.351240,50.351240,50.351240,50.351240,50.351240,50.351240,50.351240,50.351240,
103,50.480410,50.480590,50.480590,50.480590,50.480590,50.480590,50.480590,50.480590,50.480590,50.480590,50.480590,
104,50.329480,50.329670,50.329670,50.329670,50.329670,50.329670,50.329670,50.329670,50.329670,50.329670,50.329670,
105,50.351380,50.351570,50.351570,50.351570,50.351570,50.351570,50.351570,50.351570,50.351570,50.351570,50.351570,
106,55.137020,55.137200,55.137200,55.137200,55.137200,55.137200,55.137200,55.137200,55.137200,55.137200,55.137200,
107,55.146960,55.147140,55.147140,55.147140,55.147140,55.147140,55.147140,55.147140,55.147140,55.147140,55.147140,
108,55.142630,55.142810,55.142810,55.142810,55.142810,55.142810,55.142810,55.142810,55.142810,55.142810,55.142810,
109,55.139560,55.139740,55.139740,55.139740,55.139740,55.139740,55.139740,55.139740,55.139740,55.139740,55.139740,
110,55.201210,55.201370,55.201370,55.201370,55.201370,55.201370,55.201370,55.201370,55.201370,55.201370,55.201370,
111,47.140020,47.140200,47.140200,47.140200,47.140200,47.140200,47.140200,47.140200,47.140200,47.140200,47.140200,
112,49.479030,49.479210,49.479210,49.479210,49.479210,49.479210,49.479210,49.479210,49.479210,49.479210,49.479210,
113,50.204270,50.204460,50.204460,50.204460,50.204460,50.204460,50.204460,50.204460,50.204460,50.204460,50.204460,
Total,11135.67,11135.71,11135.71,11135.71,11135.71,11135.71,11135.71,11135.71,11135.71,11135.71,11135.71,
