Id,Source,Target,,,Weight,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
29,22,21,,,5475.855068,5457.453104,5438.891449,5420.329899,5438.891449,5457.453104,5476.014924,5494.577042,5513.139764,5531.704014,5513.139765,5494.577044,5476.014924,5457.453104,5438.891449,5420.329899,5438.891451,5457.453104,5476.014925,5494.577044,5513.139764,5531.704015,5513.139764,5494.577044,5476.014924,5457.453104,5438.891451,5420.329899,5438.891451,5457.453104,5476.014924,5494.577043,5513.139764,5531.704015,5513.139764,5494.577044,5476.014924,5457.453104,5438.891451,5420.329899,5438.891449,5457.453104,5476.014924,5494.577044,5513.139764,5531.704016,5513.139765,5494.577044,5476.014924
30,22,9,,,2596.162253,2587.054337,2578.254184,2569.453953,2578.254184,2587.054337,2595.854357,2604.654144,2613.453456,2622.251563,2613.453456,2604.654144,2595.854357,2587.054337,2578.254184,2569.453953,2578.254184,2587.054337,2595.854357,2604.654144,2613.453457,2622.251563,2613.453456,2604.654144,2595.854357,2587.054337,2578.254184,2569.453953,2578.254184,2587.054337,2595.854357,2604.654144,2613.453455,2622.251562,2613.453456,2604.654144,2595.854357,2587.054337,2578.254184,2569.453953,2578.254184,2587.054337,2595.854357,2604.654144,2613.453456,2622.251563,2613.453456,2604.654144,2595.854357
31,23,22,,,12937.15882,12893.15457,12849.30077,12805.44699,12849.30077,12893.15457,12937.00843,12980.86233,13024.71637,13068.57072,13024.71636,12980.86233,12937.00843,12893.15457,12849.30077,12805.44699,12849.30077,12893.15457,12937.00843,12980.86233,13024.71637,13068.57072,13024.71637,12980.86233,12937.00843,12893.15457,12849.30077,12805.44699,12849.30077,12893.15457,12937.00843,12980.86233,13024.71637,13068.57072,13024.71637,12980.86233,12937.00843,12893.15457,12849.30077,12805.44699,12849.30077,12893.15457,12937.00843,12980.86233,13024.71637,13068.57072,13024.71637,12980.86233,12937.00843
32,8,23,,,4697.540186,4681.708004,4665.783002,4649.857928,4665.783002,4681.708004,4697.632888,4713.557556,4729.481794,4745.404936,4729.481793,4713.557556,4697.632888,4681.708004,4665.783002,4649.857928,4665.783002,4681.708004,4697.632888,4713.557556,4729.481793,4745.404937,4729.481793,4713.557557,4697.632888,4681.708004,4665.783002,4649.857928,4665.783002,4681.708004,4697.632888,4713.557555,4729.481793,4745.404936,4729.481794,4713.557556,4697.632888,4681.708004,4665.783002,4649.857926,4665.783002,4681.708004,4697.632888,4713.557557,4729.481793,4745.404936,4729.481794,4713.557557,4697.632888
33,24,23,,,11040.63696,11003.17415,10965.7506,10928.32708,10965.7506,11003.17415,11040.59778,11078.02155,11115.44561,11152.87041,11115.44561,11078.02155,11040.59778,11003.17414,10965.7506,10928.32708,10965.7506,11003.17414,11040.59778,11078.02155,11115.44561,11152.87042,11115.44561,11078.02155,11040.59778,11003.17415,10965.7506,10928.32708,10965.7506,11003.17414,11040.59778,11078.02155,11115.44561,11152.87041,11115.44561,11078.02155,11040.59778,11003.17416,10965.7506,10928.32708,10965.7506,11003.17415,11040.59778,11078.02155,11115.44561,11152.87042,11115.44561,11078.02155,11040.59778
34,6,24,,,6414.303317,6392.595866,6370.851589,6349.107387,6370.851589,6392.595866,6414.340255,6436.084849,6457.829867,6479.576017,6457.829867,6436.084849,6414.340254,6392.595866,6370.851589,6349.107387,6370.851589,6392.595866,6414.340254,6436.084849,6457.829867,6479.576017,6457.829868,6436.084849,6414.340254,6392.595866,6370.851589,6349.107387,6370.851589,6392.595866,6414.340254,6436.084849,6457.829867,6479.576017,6457.829868,6436.084849,6414.340254,6392.595866,6370.851589,6349.107387,6370.851589,6392.595866,6414.340255,6436.084849,6457.829867,6479.576018,6457.829867,6436.08485,6414.340254
35,25,89,,,26172.71336,26083.99158,25995.27526,25906.5591,25995.27526,26083.99158,26172.70828,26261.42559,26350.14418,26438.86611,26350.14418,26261.42559,26172.70828,26083.99158,25995.27526,25906.5591,25995.27526,26083.99158,26172.70828,26261.42559,26350.14418,26438.86611,26350.14418,26261.42559,26172.70828,26083.99158,25995.27526,25906.5591,25995.27526,26083.99158,26172.70828,26261.42559,26350.14418,26438.86611,26350.14418,26261.42559,26172.70828,26083.99158,25995.27526,25906.5591,25995.27526,26083.99158,26172.70828,26261.42559,26350.14418,26438.86611,26350.14418,26261.42559,26172.70828
37,26,25,,,30947.19339,30842.28034,30737.36923,30632.45838,30737.36923,30842.28034,30947.19182,31052.104,31157.01756,31261.93449,31157.01756,31052.104,30947.19182,30842.28034,30737.36923,30632.45838,30737.36922,30842.28034,30947.19182,31052.104,31157.01756,31261.93448,31157.01756,31052.104,30947.19182,30842.28034,30737.36922,30632.45838,30737.36922,30842.28034,30947.19182,31052.104,31157.01756,31261.93449,31157.01756,31052.104,30947.19182,30842.28034,30737.36922,30632.45838,30737.36922,30842.28034,30947.19182,31052.104,31157.01756,31261.93449,31157.01756,31052.104,30947.19182
38,4,26,,,9434.899247,9402.918688,9370.931822,9338.945174,9370.931826,9402.918688,9434.90589,9466.893653,9498.882502,9530.873917,9498.882502,9466.893653,9434.905886,9402.918688,9370.931822,9338.945174,9370.931826,9402.918688,9434.905886,9466.893653,9498.882502,9530.873918,9498.882502,9466.893653,9434.90589,9402.918688,9370.931826,9338.945174,9370.931822,9402.918688,9434.90589,9466.893653,9498.882502,9530.873917,9498.882502,9466.893653,9434.905886,9402.918688,9370.931822,9338.945174,9370.931826,9402.918688,9434.905886,9466.893653,9498.882502,9530.873918,9498.882502,9466.893653,9434.905886
39,27,85,,,37449.16302,37322.21398,37195.26437,37068.31494,37195.26437,37322.21398,37449.16392,37576.1144,37703.06594,37830.02006,37703.06594,37576.1144,37449.16392,37322.21398,37195.26437,37068.31494,37195.26439,37322.21398,37449.16393,37576.1144,37703.06594,37830.02007,37703.06593,37576.1144,37449.16392,37322.21398,37195.26437,37068.31494,37195.26439,37322.21398,37449.16392,37576.1144,37703.06594,37830.02007,37703.06594,37576.1144,37449.16392,37322.21398,37195.26437,37068.31494,37195.26437,37322.21398,37449.16392,37576.1144,37703.06594,37830.02006,37703.06593,37576.1144,37449.16392
40,3,27,,,27709.01335,27615.08573,27521.15402,27427.22235,27521.15402,27615.08573,27709.01745,27802.94925,27896.88109,27990.81317,27896.88109,27802.94925,27709.01745,27615.08573,27521.15402,27427.22235,27521.15402,27615.08573,27709.01745,27802.94925,27896.88109,27990.81317,27896.88109,27802.94925,27709.01745,27615.08573,27521.15402,27427.22235,27521.15402,27615.08573,27709.01745,27802.94925,27896.88109,27990.81317,27896.88109,27802.94925,27709.01745,27615.08573,27521.15402,27427.22235,27521.15402,27615.08574,27709.01745,27802.94925,27896.88109,27990.81317,27896.88109,27802.94925,27709.01745
41,28,34,,,48076.30147,47913.32473,47750.34548,47587.3664,47750.34548,47913.32473,48076.30432,48239.28438,48402.26531,48565.2484,48402.26531,48239.28438,48076.30432,47913.32473,47750.34548,47587.3664,47750.34548,47913.32473,48076.30432,48239.28438,48402.26531,48565.2484,48402.26531,48239.28438,48076.30432,47913.32473,47750.34548,47587.3664,47750.34548,47913.32473,48076.30432,48239.28438,48402.26532,48565.2484,48402.26531,48239.28438,48076.30432,47913.32473,47750.34548,47587.3664,47750.34548,47913.32473,48076.30432,48239.28438,48402.26532,48565.2484,48402.26531,48239.28438,48076.30432
42,29,28,,,50124.78481,49954.86412,49784.9408,49615.01774,49784.9408,49954.86412,50124.78767,50294.71172,50464.63667,50634.56373,50464.63667,50294.71172,50124.78767,49954.86412,49784.9408,49615.01774,49784.9408,49954.86412,50124.78767,50294.71172,50464.63667,50634.56374,50464.63667,50294.71172,50124.78767,49954.86412,49784.9408,49615.01774,49784.9408,49954.86412,50124.78767,50294.71172,50464.63667,50634.56374,50464.63667,50294.71172,50124.78767,49954.86412,49784.9408,49615.01773,49784.9408,49954.86412,50124.78767,50294.71172,50464.63667,50634.56374,50464.63667,50294.71172,50124.78767
43,30,29,,,52088.38016,51911.79649,51735.20685,51558.61743,51735.20685,51911.79649,52088.38651,52264.97704,52441.5685,52618.1622,52441.5685,52264.97704,52088.38651,51911.79649,51735.20685,51558.61743,51735.20685,51911.79649,52088.38651,52264.97704,52441.5685,52618.16221,52441.5685,52264.97704,52088.38651,51911.79649,51735.20685,51558.61743,51735.20685,51911.79649,52088.38651,52264.97704,52441.5685,52618.1622,52441.5685,52264.97704,52088.38651,51911.79649,51735.20685,51558.61743,51735.20685,51911.79649,52088.38651,52264.97704,52441.5685,52618.16221,52441.5685,52264.97704,52088.38651
44,30,31,,,48476.31378,48311.98155,48147.64568,47983.30971,48147.64568,48311.98155,48476.31722,48640.65259,48804.98721,48969.31991,48804.98721,48640.65259,48476.31722,48311.98155,48147.64568,47983.30971,48147.64568,48311.98155,48476.31722,48640.65259,48804.98721,48969.31991,48804.98721,48640.65259,48476.31722,48311.98155,48147.64568,47983.30971,48147.64568,48311.98154,48476.31722,48640.65259,48804.98721,48969.3199,48804.98721,48640.65259,48476.31722,48311.98155,48147.64568,47983.30971,48147.64568,48311.98154,48476.31722,48640.65259,48804.98721,48969.3199,48804.98721,48640.65259,48476.31722
45,31,32,,,77964.42311,77700.12862,77435.82976,77171.53089,77435.82976,77700.12862,77964.42758,78228.72651,78493.02542,78757.32406,78493.02542,78228.72651,77964.42758,77700.12862,77435.82976,77171.53089,77435.82976,77700.12862,77964.42758,78228.72651,78493.02542,78757.32405,78493.02542,78228.72651,77964.42758,77700.12862,77435.82976,77171.53089,77435.82976,77700.12862,77964.42758,78228.72651,78493.02542,78757.32406,78493.02542,78228.72651,77964.42758,77700.12862,77435.82976,77171.53089,77435.82976,77700.12862,77964.42758,78228.72652,78493.02542,78757.32406,78493.02542,78228.72651,77964.42758
46,32,27,,,30104.79262,30002.74055,29900.68295,29798.62546,29900.68295,30002.74055,30104.79828,30206.85616,30308.91436,30410.97329,30308.91436,30206.85616,30104.79828,30002.74055,29900.68295,29798.62546,29900.68295,30002.74055,30104.79828,30206.85616,30308.91436,30410.97329,30308.91436,30206.85616,30104.79828,30002.74055,29900.68295,29798.62546,29900.68295,30002.74055,30104.79828,30206.85616,30308.91436,30410.97329,30308.91436,30206.85616,30104.79828,30002.74055,29900.68295,29798.62546,29900.68295,30002.74055,30104.79828,30206.85616,30308.91436,30410.97329,30308.91436,30206.85616,30104.79828
47,32,33,,,44957.06395,44804.66391,44652.26177,44499.85965,44652.26177,44804.6639,44957.0659,45109.46775,45261.86926,45414.26977,45261.86926,45109.46775,44957.0659,44804.6639,44652.26177,44499.85965,44652.26177,44804.6639,44957.06591,45109.46775,45261.86926,45414.26977,45261.86926,45109.46775,44957.06589,44804.66391,44652.26177,44499.85965,44652.26177,44804.6639,44957.0659,45109.46775,45261.86926,45414.26978,45261.86926,45109.46775,44957.06589,44804.66391,44652.26177,44499.85965,44652.26177,44804.66391,44957.0659,45109.46775,45261.86926,45414.26977,45261.86926,45109.46775,44957.0659
48,33,26,,,14102.92393,14055.11574,14007.30299,13959.49052,14007.30299,14055.11574,14102.9289,14150.74277,14198.55802,14246.37665,14198.55802,14150.74277,14102.9289,14055.11574,14007.30299,13959.49052,14007.30299,14055.11574,14102.9289,14150.74277,14198.55802,14246.37665,14198.55802,14150.74277,14102.9289,14055.11574,14007.30299,13959.49052,14007.30299,14055.11574,14102.9289,14150.74277,14198.55802,14246.37665,14198.55802,14150.74277,14102.9289,14055.11574,14007.30299,13959.49052,14007.30299,14055.11574,14102.9289,14150.74277,14198.55802,14246.37665,14198.55802,14150.74277,14102.9289
