Source,Target,Weight,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
15,18,0.13214035,0.1316924,0.1312444,0.13079642,0.1312444,0.1316924,0.13214038,0.13258837,0.13303636,0.13348435,0.13303636,0.13258837,0.13214038,0.1316924,0.1312444,0.13079642,0.1312444,0.1316924,0.13214038,0.13258837,0.13303636,0.13348435,0.13303636,0.13258837,0.13214038,0.1316924,0.1312444,0.13079642,0.1312444,0.1316924,0.13214038,0.13258837,0.13303636,0.13348435,0.13303636,0.13258837,0.13214038,0.1316924,0.1312444,0.13079642,0.1312444,0.1316924,0.13214038,0.13258837,0.13303636,0.13348435,0.13303636,0.13258837,0.13214038
19,18,-0.009003124,-0.008972318,-0.008941798,-0.008911276,-0.008941798,-0.008972318,-0.009002838,-0.009033358,-0.009063876,-0.00909439,-0.009063876,-0.009033358,-0.009002838,-0.008972318,-0.008941798,-0.008911276,-0.008941798,-0.008972318,-0.009002838,-0.009033358,-0.009063876,-0.00909439,-0.009063876,-0.009033358,-0.009002838,-0.008972318,-0.008941798,-0.008911276,-0.008941798,-0.008972318,-0.009002838,-0.009033358,-0.009063876,-0.00909439,-0.009063876,-0.009033358,-0.009002838,-0.008972318,-0.008941798,-0.008911276,-0.008941798,-0.008972318,-0.009002838,-0.009033358,-0.009063876,-0.00909439,-0.009063876,-0.009033358,-0.009002838
14,19,-0.022233734,-0.022158358,-0.02208298,-0.022007603,-0.02208298,-0.022158358,-0.022233738,-0.022309115,-0.022384493,-0.022459872,-0.022384493,-0.022309115,-0.022233738,-0.022158358,-0.02208298,-0.022007603,-0.02208298,-0.022158358,-0.022233738,-0.022309115,-0.022384493,-0.022459872,-0.022384493,-0.022309115,-0.022233738,-0.022158358,-0.02208298,-0.022007603,-0.02208298,-0.022158358,-0.022233738,-0.022309115,-0.022384493,-0.022459872,-0.022384493,-0.022309115,-0.022233738,-0.022158358,-0.02208298,-0.022007603,-0.02208298,-0.022158358,-0.022233738,-0.022309115,-0.022384493,-0.022459872,-0.022384493,-0.022309115,-0.022233738
20,19,-0.06245065,-0.06223894,-0.062027216,-0.061815497,-0.062027216,-0.06223894,-0.06245066,-0.06266238,-0.0628741,-0.063085824,-0.0628741,-0.06266238,-0.06245066,-0.06223894,-0.062027216,-0.061815497,-0.062027216,-0.06223894,-0.06245066,-0.06266238,-0.0628741,-0.063085824,-0.0628741,-0.06266238,-0.06245066,-0.06223894,-0.062027216,-0.061815497,-0.062027216,-0.06223894,-0.06245066,-0.06266238,-0.0628741,-0.063085824,-0.0628741,-0.06266238,-0.06245066,-0.06223894,-0.062027216,-0.061815497,-0.062027216,-0.06223894,-0.06245066,-0.06266238,-0.0628741,-0.063085824,-0.0628741,-0.06266238,-0.06245066
21,20,-0.06852765,-0.06829533,-0.06806301,-0.06783069,-0.06806301,-0.06829533,-0.068527654,-0.06875998,-0.068992294,-0.06922462,-0.068992294,-0.06875998,-0.068527654,-0.06829533,-0.06806301,-0.06783069,-0.06806301,-0.06829533,-0.068527654,-0.06875998,-0.068992294,-0.06922462,-0.068992294,-0.06875998,-0.068527654,-0.06829533,-0.06806301,-0.06783069,-0.06806301,-0.06829533,-0.068527654,-0.06875998,-0.068992294,-0.06922462,-0.068992294,-0.06875998,-0.068527654,-0.06829533,-0.06806301,-0.06783069,-0.06806301,-0.06829533,-0.068527654,-0.06875998,-0.068992294,-0.06922462,-0.068992294,-0.06875998,-0.068527654
11,21,-0.010065117,-0.010031023,-0.009996904,-0.009962785,-0.009996904,-0.010031023,-0.010065142,-0.010099261,-0.01013338,-0.010167499,-0.01013338,-0.010099261,-0.010065142,-0.010031023,-0.009996904,-0.009962785,-0.009996904,-0.010031023,-0.010065142,-0.010099261,-0.01013338,-0.010167499,-0.01013338,-0.010099261,-0.010065142,-0.010031023,-0.009996904,-0.009962785,-0.009996904,-0.010031023,-0.010065142,-0.010099261,-0.01013338,-0.010167499,-0.01013338,-0.010099261,-0.010065142,-0.010031023,-0.009996904,-0.009962785,-0.009996904,-0.010031023,-0.010065142,-0.010099261,-0.01013338,-0.010167499,-0.01013338,-0.010099261,-0.010065142
22,21,-0.034350548,-0.034234107,-0.034117665,-0.034001224,-0.034117665,-0.034234107,-0.034350548,-0.034466993,-0.034583434,-0.034699876,-0.034583434,-0.034466993,-0.034350548,-0.034234107,-0.034117665,-0.034001224,-0.034117665,-0.034234107,-0.034350548,-0.034466993,-0.034583434,-0.034699876,-0.034583434,-0.034466993,-0.034350548,-0.034234107,-0.034117665,-0.034001224,-0.034117665,-0.034234107,-0.034350548,-0.034466993,-0.034583434,-0.034699876,-0.034583434,-0.034466993,-0.034350548,-0.034234107,-0.034117665,-0.034001224,-0.034117665,-0.034234107,-0.034350548,-0.034466993,-0.034583434,-0.034699876,-0.034583434,-0.034466993,-0.034350548
22,9,-0.07530635,-0.07505107,-0.0747958,-0.074540526,-0.0747958,-0.07505107,-0.07530635,-0.07556162,-0.07581689,-0.07607217,-0.07581689,-0.07556162,-0.07530635,-0.07505107,-0.0747958,-0.074540526,-0.0747958,-0.07505107,-0.07530635,-0.07556162,-0.07581689,-0.07607217,-0.07581689,-0.07556162,-0.07530635,-0.07505107,-0.0747958,-0.074540526,-0.0747958,-0.07505107,-0.07530635,-0.07556162,-0.07581689,-0.07607217,-0.07581689,-0.07556162,-0.07530635,-0.07505107,-0.0747958,-0.074540526,-0.0747958,-0.07505107,-0.07530635,-0.07556162,-0.07581689,-0.07607217,-0.07581689,-0.07556162,-0.07530635
23,22,-0.21003328,-0.20932125,-0.2086092,-0.20789714,-0.2086092,-0.20932125,-0.21003331,-0.21074536,-0.21145742,-0.21216948,-0.21145742,-0.21074536,-0.21003331,-0.20932125,-0.2086092,-0.20789714,-0.2086092,-0.20932125,-0.21003331,-0.21074536,-0.21145742,-0.21216948,-0.21145742,-0.21074536,-0.21003331,-0.20932125,-0.2086092,-0.20789714,-0.2086092,-0.20932125,-0.21003331,-0.21074536,-0.21145742,-0.21216948,-0.21145742,-0.21074536,-0.21003331,-0.20932125,-0.2086092,-0.20789714,-0.2086092,-0.20932125,-0.21003331,-0.21074536,-0.21145742,-0.21216948,-0.21145742,-0.21074536,-0.21003331
8,23,-0.012650888,-0.012607817,-0.012564935,-0.012522054,-0.012564935,-0.012607817,-0.012650698,-0.012693581,-0.012736465,-0.012779353,-0.012736465,-0.012693581,-0.012650698,-0.012607817,-0.012564935,-0.012522054,-0.012564935,-0.012607817,-0.012650698,-0.012693581,-0.012736465,-0.012779353,-0.012736465,-0.012693581,-0.012650698,-0.012607817,-0.012564935,-0.012522054,-0.012564935,-0.012607817,-0.012650698,-0.012693581,-0.012736465,-0.012779353,-0.012736465,-0.012693581,-0.012650698,-0.012607817,-0.012564935,-0.012522054,-0.012564935,-0.012607817,-0.012650698,-0.012693581,-0.012736465,-0.012779353,-0.012736465,-0.012693581,-0.012650698
24,23,-0.12378407,-0.12336446,-0.12294486,-0.12252526,-0.12294486,-0.12336446,-0.12378407,-0.124203674,-0.12462328,-0.12504289,-0.12462328,-0.124203674,-0.12378407,-0.12336446,-0.12294486,-0.12252526,-0.12294486,-0.12336446,-0.12378407,-0.124203674,-0.12462328,-0.12504289,-0.12462328,-0.124203674,-0.12378407,-0.12336446,-0.12294486,-0.12252526,-0.12294486,-0.12336446,-0.12378407,-0.124203674,-0.12462328,-0.12504289,-0.12462328,-0.124203674,-0.12378407,-0.12336446,-0.12294486,-0.12252526,-0.12294486,-0.12336446,-0.12378407,-0.124203674,-0.12462328,-0.12504289,-0.12462328,-0.124203674,-0.12378407
6,24,-0.06053383,-0.06032865,-0.060123485,-0.059918314,-0.060123485,-0.06032865,-0.060533818,-0.06073899,-0.060944155,-0.06114933,-0.060944155,-0.06073899,-0.060533818,-0.06032865,-0.060123485,-0.059918314,-0.060123485,-0.06032865,-0.060533818,-0.06073899,-0.060944155,-0.06114933,-0.060944155,-0.06073899,-0.060533818,-0.06032865,-0.060123485,-0.059918314,-0.060123485,-0.06032865,-0.060533818,-0.06073899,-0.060944155,-0.06114933,-0.060944155,-0.06073899,-0.060533818,-0.06032865,-0.060123485,-0.059918314,-0.060123485,-0.06032865,-0.060533818,-0.06073899,-0.060944155,-0.06114933,-0.060944155,-0.06073899,-0.060533818
25,89,-0.15658541,-0.1560546,-0.15552378,-0.15499295,-0.15552378,-0.1560546,-0.15658541,-0.15711623,-0.15764706,-0.15817788,-0.15764706,-0.15711623,-0.15658541,-0.1560546,-0.15552378,-0.15499295,-0.15552378,-0.1560546,-0.15658541,-0.15711623,-0.15764706,-0.15817788,-0.15764706,-0.15711623,-0.15658541,-0.1560546,-0.15552378,-0.15499295,-0.15552378,-0.1560546,-0.15658541,-0.15711623,-0.15764706,-0.15817788,-0.15764706,-0.15711623,-0.15658541,-0.1560546,-0.15552378,-0.15499295,-0.15552378,-0.1560546,-0.15658541,-0.15711623,-0.15764706,-0.15817788,-0.15764706,-0.15711623,-0.15658541
26,25,-0.28729087,-0.286317,-0.28534308,-0.2843692,-0.28534308,-0.286317,-0.28729087,-0.28826478,-0.2892387,-0.29021257,-0.2892387,-0.28826478,-0.28729087,-0.286317,-0.28534308,-0.2843692,-0.28534308,-0.286317,-0.28729087,-0.28826478,-0.2892387,-0.29021257,-0.2892387,-0.28826478,-0.28729087,-0.286317,-0.28534308,-0.2843692,-0.28534308,-0.286317,-0.28729087,-0.28826478,-0.2892387,-0.29021257,-0.2892387,-0.28826478,-0.28729087,-0.286317,-0.28534308,-0.2843692,-0.28534308,-0.286317,-0.28729087,-0.28826478,-0.2892387,-0.29021257,-0.2892387,-0.28826478,-0.28729087
4,26,-0.28949037,-0.28850904,-0.28752765,-0.2865463,-0.28752765,-0.28850904,-0.2894904,-0.29047176,-0.29145315,-0.2924345,-0.29145315,-0.29047176,-0.2894904,-0.28850904,-0.28752765,-0.2865463,-0.28752765,-0.28850904,-0.2894904,-0.29047176,-0.29145315,-0.2924345,-0.29145315,-0.29047176,-0.2894904,-0.28850904,-0.28752765,-0.2865463,-0.28752765,-0.28850904,-0.2894904,-0.29047176,-0.29145315,-0.2924345,-0.29145315,-0.29047176,-0.2894904,-0.28850904,-0.28752765,-0.2865463,-0.28752765,-0.28850904,-0.2894904,-0.29047176,-0.29145315,-0.2924345,-0.29145315,-0.29047176,-0.2894904
27,85,-0.5826203,-0.5806453,-0.57867026,-0.5766952,-0.57867026,-0.5806453,-0.5826204,-0.58459544,-0.5865705,-0.58854556,-0.5865705,-0.58459544,-0.5826204,-0.5806453,-0.57867026,-0.5766952,-0.57867026,-0.5806453,-0.5826204,-0.58459544,-0.5865705,-0.58854556,-0.5865705,-0.58459544,-0.5826204,-0.5806453,-0.57867026,-0.5766952,-0.57867026,-0.5806453,-0.5826204,-0.58459544,-0.5865705,-0.58854556,-0.5865705,-0.58459544,-0.5826204,-0.5806453,-0.57867026,-0.5766952,-0.57867026,-0.5806453,-0.5826204,-0.58459544,-0.5865705,-0.58854556,-0.5865705,-0.58459544,-0.5826204
3,27,-0.004564351,-0.004548904,-0.004533432,-0.004517959,-0.004533432,-0.004548904,-0.004564376,-0.004579848,-0.00459532,-0.004610792,-0.00459532,-0.004579848,-0.004564376,-0.004548904,-0.004533432,-0.004517959,-0.004533432,-0.004548904,-0.004564376,-0.004579848,-0.00459532,-0.004610792,-0.00459532,-0.004579848,-0.004564376,-0.004548904,-0.004533432,-0.004517959,-0.004533432,-0.004548904,-0.004564376,-0.004579848,-0.00459532,-0.004610792,-0.00459532,-0.004579848,-0.004564376,-0.004548904,-0.004533432,-0.004517959,-0.004533432,-0.004548904,-0.004564376,-0.004579848,-0.00459532,-0.004610792,-0.00459532,-0.004579848,-0.004564376
28,34,-0.007055468,-0.007031522,-0.007007606,-0.00698369,-0.007007606,-0.007031522,-0.007055439,-0.007079355,-0.007103271,-0.007127188,-0.007103271,-0.007079355,-0.007055439,-0.007031522,-0.007007606,-0.00698369,-0.007007606,-0.007031522,-0.007055439,-0.007079355,-0.007103271,-0.007127188,-0.007103271,-0.007079355,-0.007055439,-0.007031522,-0.007007606,-0.00698369,-0.007007606,-0.007031522,-0.007055439,-0.007079355,-0.007103271,-0.007127188,-0.007103271,-0.007079355,-0.007055439,-0.007031522,-0.007007606,-0.00698369,-0.007007606,-0.007031522,-0.007055439,-0.007079355,-0.007103271,-0.007127188,-0.007103271,-0.007079355,-0.007055439
29,28,-0.032040894,-0.031932283,-0.03182367,-0.031715058,-0.03182367,-0.031932283,-0.032040894,-0.03214951,-0.03225812,-0.032366734,-0.03225812,-0.03214951,-0.032040894,-0.031932283,-0.03182367,-0.031715058,-0.03182367,-0.031932283,-0.032040894,-0.03214951,-0.03225812,-0.032366734,-0.03225812,-0.03214951,-0.032040894,-0.031932283,-0.03182367,-0.031715058,-0.03182367,-0.031932283,-0.032040894,-0.03214951,-0.03225812,-0.032366734,-0.03225812,-0.03214951,-0.032040894,-0.031932283,-0.03182367,-0.031715058,-0.03182367,-0.031932283,-0.032040894,-0.03214951,-0.03225812,-0.032366734,-0.03225812,-0.03214951,-0.032040894
30,29,-0.015422186,-0.015369688,-0.015317412,-0.015265137,-0.015317412,-0.015369688,-0.015421963,-0.015474239,-0.015526517,-0.015578799,-0.015526517,-0.015474239,-0.015421963,-0.015369688,-0.015317412,-0.015265137,-0.015317412,-0.015369688,-0.015421963,-0.015474239,-0.015526517,-0.015578799,-0.015526517,-0.015474239,-0.015421963,-0.015369688,-0.015317412,-0.015265137,-0.015317412,-0.015369688,-0.015421963,-0.015474239,-0.015526517,-0.015578799,-0.015526517,-0.015474239,-0.015421963,-0.015369688,-0.015317412,-0.015265137,-0.015317412,-0.015369688,-0.015421963,-0.015474239,-0.015526517,-0.015578799,-0.015526517,-0.015474239,-0.015421963
