,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
86,-24.48804,-24.48799,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986,-24.487986
87,-25.573246,-25.5732,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196,-25.573196
88,-25.166489,-25.16644,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435,-25.166435
89,-51.983463,-51.9834,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395,-51.983395
90,-51.336815,-51.336754,-51.33675,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742,-51.336742
91,-51.137093,-51.137028,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024,-51.137024
92,-50.435795,-50.435734,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722,-50.435722
93,-49.200912,-49.20084,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083,-49.20083
94,-47.965168,-47.96509,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508,-47.96508
95,-47.90014,-47.90006,-47.900055,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005,-47.90005
96,-45.798676,-45.7986,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588,-45.798588
97,-43.118393,-43.11831,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183,-43.1183
98,-43.012653,-43.01257,-43.012566,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256,-43.01256
99,-48.92385,-48.9238,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794,-48.923794
100,-47.53183,-47.531776,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177,-47.53177
101,-47.116657,-47.116608,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166,-47.1166
102,-47.45278,-47.452732,-47.45273,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724,-47.452724
103,-46.703796,-46.70374,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735,-46.703735
104,-47.7451,-47.74505,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504,-47.74504
105,-43.564445,-43.564384,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377,-43.564377
106,-43.230373,-43.230316,-43.230312,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031,-43.23031
107,-42.32709,-42.32704,-42.327038,-42.327038,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034,-42.327034
108,-42.707245,-42.707188,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184,-42.707184
109,-41.460236,-41.46018,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017,-41.46017
110,-40.747715,-40.747654,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765,-40.74765
111,-37.714573,-37.714504,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145,-37.7145
112,-37.347813,-37.34775,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744,-37.347744
113,-36.89337,-36.893307,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303,-36.893303
114,-37.3097,-37.30964,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963,-37.30963
115,-34.300434,-34.30037,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365,-34.300365
116,-35.351036,-35.35097,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964,-35.350964
117,-35.102306,-35.10224,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234,-35.102234
118,-35.017704,-35.01764,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763,-35.01763
119,-35.26221,-35.26215,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142,-35.262142
120,-30.035036,-30.034893,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874,-30.034874
121,-23.044155,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411,-23.04411
122,-21.85022,-21.850174,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163,-21.850163
123,-31.205597,-31.205532,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524,-31.205524
124,-31.65023,-31.650162,-31.650158,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166,-31.650166
125,-31.232262,-31.232193,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185,-31.232185
126,-31.369713,-31.369644,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637,-31.369637
127,-26.523891,-26.523823,-26.523815,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811,-26.523811
128,-28.381733,-28.381664,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166,-28.38166
129,-28.620388,-28.620327,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323,-28.620323
130,-28.512001,-28.51194,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925,-28.511925
131,-37.96876,-37.96858,-37.96856,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555,-37.968555
