,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
25,-13.756298,-13.756241,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229,-13.756229
26,-16.11724,-16.117193,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186,-16.117186
27,-15.690475,-15.69043,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042,-15.69042
28,-16.188099,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044,-16.188044
29,-15.939362,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308,-15.939308
30,-15.313805,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747,-15.313747
31,-17.156258,-17.15621,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562,-17.1562
32,-17.735802,-17.735764,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752,-17.735752
33,-16.501518,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472,-16.501472
34,-16.448215,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817,-16.44817
35,-17.638515,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847,-17.63847
36,-18.678284,-18.678246,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236,-18.678236
37,-19.220516,-19.220478,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474,-19.220474
38,-19.32193,-19.321888,-19.321888,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884,-19.321884
39,-19.372463,-19.372425,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421,-19.372421
40,-17.24762,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581,-17.247581
41,-20.15442,-20.154394,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388,-20.154388
42,-22.120789,-22.120766,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076,-22.12076
43,-24.054703,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693,-24.054693
44,-14.685181,-14.685085,-14.685085,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078,-14.685078
45,-21.946424,-21.946337,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327,-21.946327
