Id,latitude,longitude,Weight
350,61.449951,108.442999,20031.87
350001,59.143287,107.583738,27306.315
351,59.357084,106.725516,27237.704
356,56.524498,106.058471,28532.583
352,56.641319,107.070467,31646.76
335,57.678732,111.473271,14765.713
406,61.515804,102.52376,25525.033
405,60.666479,100.027539,27369.124
404,59.390462,98.6202,30465.24
353,55.645403,107.070467,31965.84
354,55.08926,106.935396,31749.04
355,54.47403,106.767076,31161.56
357,55.674722,105.552473,28278.056
358,55.733358,104.540478,28190.205
370,50.427219,109.7428,35842.866
371,51.047412,109.111602,33926.365
372,51.252188,107.660625,27623.865
373,51.999125,108.251302,27593.81
374,51.926055,108.723532,27532.503
378,50.336107,106.974358,28786.746
379,49.797104,108.339617,30483.156
380,48.989276,107.718809,30736.557
381,48.019521,107.471005,31076.96
382,47.588318,108.215456,31096.43
376,51.662191,105.687545,27214.265
377,50.551709,105.423117,28631.184
383,51.144387,100.64471,25684.708
384,52.336058,100.930958,25818.303
396001,55.916484,98.502792,35861.054
397,55.228183,99.757916,35163.462
398,54.6549,100.78134,35135.078
400,57.783375,97.220653,33904.31
401,58.175788,95.908903,34120.163
402,57.547477,95.139517,33186.904
403,56.801442,95.682399,32783.931
10,45.393965,99.493488,99639.094
9,49.114216,90.979321,94640.09
8,51.099733,87.902813,94875.276
2,53.624705,84.300046,97875.06
1,54.151981,82.478143,97671.9
3,54.561984,86.020647,97751.52
385,53.013984,95.791495,24766.007
17,49.9243,98.238883,88832.16
16,50.755583,97.248187,88997.227
15,49.875587,96.612833,89453.59
13,51.07673,94.723913,76324.606
12,52.189467,93.172152,80428.68
14,52.687425,91.822478,86591.375
6,52.687425,90.2037,89634.39
5,51.545369,88.348029,92553.71
601,52.635555,98.226415,25456.16
387,53.858799,94.217915,30535.346
388,54.47403,93.205919,33376.402
389,55.264718,92.025085,38226.467
390,55.381991,90.945553,41806.722
391,55.821313,90.540859,42173.347
392,56.31927,89.933558,42601.76
393,56.817228,89.326257,41694.09
394,57.549281,88.17919,40021.82
395,57.842462,86.998874,39754.725
396,56.407225,87.673192,39616.54
4,52.59045,85.888173,95901.25
7,50.583733,87.30798,94384.927
228,46.540982,126.407479,7351.801
229,47.745283,120.166147,15101.008
256001,58.631798,120.956834,22830.725
399,57.148298,98.005106,33193.246
24,42.651588,112.378768,88309.01
24001,42.743151,113.257251,84645.003
25,43.292078,114.206387,84880.86
45001,31.676668,117.569662,75986.32
71001,19.558789,128.86214,75042.486
127001,34.814163,125.482761,23260.033
202001,50.080363,122.653537,3571.279
301001,52.475883,112.636962,10213.8124
304,48.840429,113.460378,16031.02
422,67.987002,128.817982,2086.6433
38,51.969806,122.875885,0
43,71.451508,130.173371,0
44,67.356887,121.734013,0
88,62.486461,90.707101,0
