Id,Source,Target,Weight,Unnamed: 4,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
24,19,18,0.009156886,,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599,0.009156599
25,14,19,0.022613509,,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509,0.022613509
26,20,19,0.06351644,,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644,0.06351644
27,21,20,0.069696434,,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434,0.069696434
28,11,21,0.01023564,,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665,0.010235665
29,22,21,0.034932554,,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554,0.034932554
30,22,9,0.076582275,,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275,0.076582275
31,23,22,0.21361731,,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731,0.21361731
32,8,23,0.012864202,,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013,0.012864013
33,24,23,0.12588084,,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084,0.12588084
34,6,24,0.06154972,,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972,0.06154972
35,25,89,0.15924661,,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661,0.15924661
37,26,25,0.29217032,,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032,0.29217032
38,4,26,0.29441103,,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103,0.29441103
39,27,85,0.5925194,,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194,0.5925194
40,3,27,0.00464164,,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666,0.004641666
41,28,34,0.007174915,,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886,0.007174886
42,29,28,0.03258372,,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372,0.03258372
43,30,29,0.015682451,,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223,0.01568223
44,30,31,0.07157984,,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984,0.07157984
45,31,32,0.007060722,,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772,0.007060772
46,32,27,0.01967856,,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853,0.01967853
47,32,33,0.001694361,,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437,0.001694437
