,Unnamed: 0_x,Id,Source,Target,Unnamed: 0_y,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
20,20,23.0,15.0,18.0,93,4512.12577172555,4496.789212280419,4481.485118740238,4466.181974275969,4481.485118740238,4496.789212280419,4512.094784004148,4527.402872918174,4542.715814168332,4558.040272677317,4542.71581111243,4527.402872918174,4512.094784877263,4496.789212280419,4481.485118740238,4466.181974275969,4481.485118740238,4496.789212280419,4512.094784877263,4527.402872918174,4542.715814168332,4558.04027398699,4542.71581111243,4527.402872918174,4512.094784877263,4496.789212280419,4481.485118740238,4466.181974275969,4481.485118740238,4496.789212280419,4512.094784877263,4527.402872918174,4542.715814168332,4558.04027398699,4542.7158106758725,4527.402872918174,4512.094784877263,4496.789212280419,4481.485118740238,4466.181974275969,4481.485118740238,4496.789212280419,4512.094784877263,4527.4028737912895,4542.715815041447,4558.040273550432,4542.7158106758725,4527.4028737912895,4512.094785750378
21,21,24.0,19.0,18.0,94,6289.6758114220565,6268.389465403743,6247.067201184109,6225.744044641033,6247.067201184109,6268.389465403743,6289.710306446068,6311.028695781715,6332.342292589601,6353.644434566377,6332.342296955176,6311.028696654829,6289.710306446068,6268.389465403743,6247.067201184109,6225.744044641033,6247.067201184109,6268.389465403743,6289.710306446068,6311.028695781715,6332.342293462716,6353.644435876048,6332.342296955176,6311.028696654829,6289.710306446068,6268.389465403743,6247.067201184109,6225.744044641033,6247.067201184109,6268.389465403743,6289.710306446068,6311.028696654829,6332.342292589601,6353.644435439493,6332.342296082061,6311.028696654829,6289.710306446068,6268.389465403743,6247.067201184109,6225.744044641033,6247.067201184109,6268.389465403743,6289.710306446068,6311.028696654829,6332.342293462716,6353.644435002934,6332.342296955176,6311.028696654829,6289.710308192299
22,22,25.0,14.0,19.0,95,999.6020717517239,996.2295536388409,992.83221483347,989.4360820180735,992.8322146151912,996.2295538571198,999.6287853573448,1003.0312586241052,1006.4400625196868,1009.8642790762824,1006.4400572809973,1003.031258514966,999.6287849207873,996.2295536388409,992.83221483347,989.4360802718437,992.83221483347,996.2295534205624,999.6287857939025,1003.0312584058264,1006.440062628826,1009.8642804405245,1006.440056298743,1003.0312587332446,999.6287857939025,996.229552765726,992.8322152700276,989.4360811449588,992.8322146151912,996.2295536388409,999.6287851390663,1003.0312587332446,1006.440062628826,1009.8642799493973,1006.4400565170216,1003.0312580784083,999.6287857939025,996.2295534205624,992.83221483347,989.4360811449588,992.832214178634,996.2295529840048,999.6287853573448,1003.0312592789413,1006.44006197399,1009.8642810953605,1006.4400560804643,1003.031258514966,999.6287855756236
23,23,26.0,20.0,19.0,96,8375.468470039777,8347.126531298272,8318.724925629795,8290.323639521375,8318.724929122254,8347.126531298272,8375.528608448802,8403.931466164067,8432.335867546499,8460.744226758834,8432.335865800269,8403.931467910297,8375.528608448802,8347.126531298272,8318.724925629795,8290.323639521375,8318.724925629795,8347.126531298272,8375.528608448802,8403.931466164067,8432.335867546499,8460.744225885719,8432.335864054041,8403.931466164067,8375.528608448802,8347.126531298272,8318.724925629795,8290.323639521375,8318.724925629795,8347.126531298272,8375.528608448802,8403.931466164067,8432.335868419614,8460.744227631949,8432.335864927154,8403.931467910297,8375.528608448802,8347.126531298272,8318.724925629795,8290.323639521375,8318.724929122254,8347.126531298272,8375.528608448802,8403.931466164067,8432.335868419614,8460.744227631949,8432.335865800269,8403.931467910297,8375.528606702574
24,24,27.0,21.0,20.0,97,1684.0759046317544,1678.4038895275446,1672.6932818710336,1666.982828755863,1672.6932805613615,1678.4038886544297,1684.1147442755755,1689.826027941308,1695.5381671505163,1701.2525665268186,1695.5381654042867,1689.8260277230293,1684.1147442755755,1678.403889090987,1672.6932818710336,1666.9828291924202,1672.693280997919,1678.403889090987,1684.1147444938545,1689.826027941308,1695.5381669322378,1701.2525668542364,1695.5381654042867,1689.8260277230293,1684.1147444938545,1678.403889090987,1672.693280997919,1666.9828283193053,1672.693280997919,1678.403889090987,1684.1147444938545,1689.826027941308,1695.538166059123,1701.2525674545032,1695.538165186008,1689.8260281595867,1684.1147442755755,1678.4038886544297,1672.693280997919,1666.9828291924202,1672.6932823075913,1678.403889090987,1684.1147442755755,1689.8260277230293,1695.5381671505163,1701.252566635958,1695.538166059123,1689.826027941308,1684.1147444938545
25,25,28.0,11.0,21.0,98,6139.941354340408,6119.241480482741,6098.42495585326,6077.60771003086,6098.42495585326,6119.241480482741,6140.0568709359495,6160.870313469786,6181.680010340642,6202.480931096943,6181.680015579333,6160.870313469786,6140.0568709359495,6119.241480482741,6098.42495585326,6077.60771003086,6098.42495585326,6119.241480482741,6140.0568709359495,6160.870313469786,6181.680011213757,6202.480931970059,6181.680014706217,6160.870313469786,6140.0568709359495,6119.241480482741,6098.42495585326,6077.60771003086,6098.42495585326,6119.241478736512,6140.0568709359495,6160.870312596671,6181.680012086873,6202.480931970059,6181.680014706217,6160.870313469786,6140.0568709359495,6119.241478736512,6098.42495585326,6077.60771003086,6098.42495585326,6119.241480482741,6140.0568709359495,6160.870313469786,6181.680012086873,6202.480931533501,6181.680014706217,6160.8703143429,6140.0568709359495
26,26,29.0,22.0,21.0,99,5472.999065823386,5454.604678088799,5436.046398826875,5417.487571248785,5436.046398826875,5454.604679835029,5473.162066773512,5491.717929253355,5510.270908707753,5528.817375161451,5510.270907834637,5491.717929253355,5473.162066773512,5454.604679835029,5436.046398826875,5417.487571248785,5436.046398826875,5454.604681581259,5473.162066773512,5491.717929253355,5510.270906961523,5528.817374288337,5510.270906961523,5491.717929253355,5473.162066773512,5454.604679835029,5436.046398826875,5417.487571248785,5436.046398826875,5454.604678088799,5473.162066773512,5491.717929253355,5510.270906088408,5528.817375598011,5510.270906961523,5491.71792838024,5473.162066773512,5454.604679835029,5436.046398826875,5417.487571248785,5436.046398826875,5454.604679835029,5473.162067646626,5491.717929253355,5510.270907834637,5528.817375598011,5510.270908707753,5491.717929253355,5473.162066773512
27,27,30.0,22.0,9.0,101,2594.4813367095776,2585.369495500345,2576.5650413814,2567.761613172479,2576.5650396351707,2585.369495500345,2594.1755247185943,2602.9841584386304,2611.7975980014307,2620.6215457204958,2611.797595382086,2602.984158875188,2594.1755251551513,2585.369495500345,2576.5650396351707,2567.761613172479,2576.5650413814,2585.369495500345,2594.1755251551513,2602.984158875188,2611.7975980014307,2620.6215457204958,2611.7975958186435,2602.984158002073,2594.1755242820363,2585.36949637346,2576.5650396351707,2567.761613172479,2576.5650413814,2585.369495500345,2594.1755251551513,2602.9841584386304,2611.797598437988,2620.6215457204958,2611.7975958186435,2602.984158875188,2594.1755242820363,2585.369495500345,2576.5650413814,2567.761613172479,2576.5650413814,2585.369495500345,2594.1755251551513,2602.984158002073,2611.797597564873,2620.6215446291026,2611.797595382086,2602.984159311745,2594.1755251551513
28,28,31.0,23.0,22.0,102,12932.621883228421,12888.621309539305,12844.766587950291,12800.91232038103,12844.766587950291,12888.621309539305,12932.476743590089,12976.333228871226,13020.191643736323,13064.054066198876,13020.191647228785,12976.333228871226,12932.476743590089,12888.621309539305,12844.766587950291,12800.91232038103,12844.766587950291,12888.621309539305,12932.476743590089,12976.333230617456,13020.191643736323,13064.054067945108,13020.191645482557,12976.333230617456,12932.476740097627,12888.621309539305,12844.766587950291,12800.91232038103,12844.766587950291,12888.621309539305,12932.476740097627,12976.333230617456,13020.191645482557,13064.054067945108,13020.191643736323,12976.333230617456,12932.476740097627,12888.621309539305,12844.766587950291,12800.91232038103,12844.766587950291,12888.621309539305,12932.476743590089,12976.333230617456,13020.191643736323,13064.054067071993,13020.191647228785,12976.333228871226,12932.476743590089
29,29,32.0,8.0,23.0,103,4696.483604202513,4680.6539557292135,4664.730025688186,4648.805831093341,4664.730025688186,4680.6539557292135,4696.577448339667,4712.5001839594925,4728.421469772002,4744.339381868485,4728.421471518232,4712.5001839594925,4696.577448339667,4680.6539557292135,4664.730025688186,4648.805831093341,4664.730025688186,4680.6539557292135,4696.577448339667,4712.5001839594925,4728.421471518232,4744.339382305043,4728.421471518232,4712.5001839594925,4696.577448339667,4680.6539557292135,4664.730025688186,4648.805831093341,4664.730025688186,4680.6539557292135,4696.577448339667,4712.5001839594925,4728.421470645118,4744.339382305043,4728.421471518232,4712.5001839594925,4696.577448339667,4680.6539557292135,4664.730025688186,4648.805831093341,4664.730025688186,4680.6539557292135,4696.577448339667,4712.5001839594925,4728.421469772002,4744.339381868485,4728.421471518232,4712.5001839594925,4696.577448339667
30,30,33.0,24.0,23.0,104,11036.012989352455,10998.554971301928,10961.131292860955,10923.707925248891,10961.131292860955,10998.554971301928,11035.97909503151,11073.40390328318,11110.829947865568,11148.2586117927,11110.829944373108,11073.403901536949,11035.97909503151,10998.554971301928,10961.131292860955,10923.707925248891,10961.131292860955,10998.554971301928,11035.979091539048,11073.403901536949,11110.829947865568,11148.258610919585,11110.829944373108,11073.403901536949,11035.97909503151,10998.554971301928,10961.131292860955,10923.707925248891,10961.131292860955,10998.554971301928,11035.97909503151,11073.403901536949,11110.829947865568,11148.258612665813,11110.829944373108,11073.403901536949,11035.97909503151,10998.554971301928,10961.131292860955,10923.707925248891,10961.131292860955,10998.554971301928,11035.97909503151,11073.40390328318,11110.829947865568,11148.258612665813,11110.829944373108,11073.403901536949,11035.97909503151
31,31,34.0,6.0,24.0,105,6412.45216364041,6390.747232362628,6369.003400322981,6347.259641624986,6369.00339857675,6390.747232362628,6412.491156952456,6434.235241322313,6455.9796670801015,6477.725097356597,6455.979666206986,6434.235241322313,6412.491156952456,6390.747232362628,6369.003400322981,6347.259641624986,6369.003400322981,6390.747232362628,6412.491156952456,6434.235241322313,6455.979667953216,6477.725097356597,6455.9796670801015,6434.235242195427,6412.491155206226,6390.747232362628,6369.003400322981,6347.259641624986,6369.003400322981,6390.747232362628,6412.491156952456,6434.235242195427,6455.979667953216,6477.725097793154,6455.9796670801015,6434.235241322313,6412.491156952456,6390.747232362628,6369.003400322981,6347.259641624986,6369.003400322981,6390.747232362628,6412.491156952456,6434.235241322313,6455.9796670801015,6477.72509692004,6455.979667953216,6434.235241322313,6412.491156952456
