,Unnamed: 0_x,Id,Source,Target,Unnamed: 0_y,Weight,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
44,44,48,33,26,119,14103.11295,14055.30568,14007.49373,13959.68188,14007.49373,14055.30568,14103.11769,14150.92983,14198.74218,14246.55502,14198.74218,14150.92983,14103.11769,14055.30568,14007.49373,13959.68188,14007.49373,14055.30568,14103.11769,14150.92983,14198.74218,14246.55502,14198.74218,14150.92983,14103.11769,14055.30568,14007.49373,13959.68188,14007.49373,14055.30568,14103.11769,14150.92983,14198.74218,14246.55502,14198.74218,14150.92983,14103.11769,14055.30568,14007.49373,13959.68188,14007.49373,14055.30568,14103.11769,14150.92983,14198.74218,14246.55502,14198.74218,14150.92983,14103.11769
45,45,49,33,35,120,26713.03247,26622.46537,26531.89528,26441.32524,26531.89528,26622.46537,26713.03547,26803.60559,26894.17561,26984.74519,26894.17561,26803.6056,26713.03547,26622.46537,26531.89528,26441.32524,26531.89528,26622.46537,26713.03547,26803.60559,26894.17561,26984.74519,26894.17561,26803.6056,26713.03547,26622.46537,26531.89528,26441.32524,26531.89528,26622.46537,26713.03547,26803.60559,26894.17561,26984.74519,26894.17561,26803.6056,26713.03547,26622.46537,26531.89528,26441.32524,26531.89528,26622.46537,26713.03547,26803.60559,26894.17561,26984.74519,26894.17561,26803.6056,26713.03547
46,46,51,34,27,122,43513.59153,43366.07393,43218.54897,43071.02423,43218.54897,43366.07393,43513.59892,43661.12407,43808.6493,43956.17462,43808.64929,43661.12407,43513.59892,43366.07393,43218.54897,43071.02423,43218.54897,43366.07393,43513.59892,43661.12407,43808.6493,43956.17462,43808.6493,43661.12407,43513.59892,43366.07393,43218.54897,43071.02423,43218.54897,43366.07393,43513.59892,43661.12407,43808.6493,43956.17462,43808.6493,43661.12407,43513.59892,43366.07393,43218.54897,43071.02423,43218.54897,43366.07393,43513.59892,43661.12407,43808.6493,43956.17462,43808.6493,43661.12407,43513.59892
47,47,52,35,36,123,23090.19462,23011.9083,22933.61903,22855.32982,22933.61903,23011.9083,23090.19763,23168.48695,23246.77615,23325.06493,23246.77616,23168.48695,23090.19762,23011.9083,22933.61903,22855.32982,22933.61903,23011.9083,23090.19763,23168.48695,23246.77616,23325.06494,23246.77615,23168.48695,23090.19763,23011.9083,22933.61903,22855.32982,22933.61903,23011.9083,23090.19762,23168.48695,23246.77615,23325.06494,23246.77615,23168.48695,23090.19762,23011.9083,22933.61903,22855.32982,22933.61903,23011.9083,23090.19763,23168.48695,23246.77616,23325.06494,23246.77616,23168.48695,23090.19763
48,48,53,36,24,124,16982.19355,16924.62198,16867.04554,16809.46915,16867.04554,16924.62198,16982.19849,17039.77504,17097.35165,17154.92829,17097.35165,17039.77504,16982.19849,16924.62199,16867.04554,16809.46915,16867.04554,16924.62199,16982.19849,17039.77504,17097.35165,17154.9283,17097.35165,17039.77504,16982.19849,16924.62198,16867.04554,16809.46915,16867.04554,16924.62198,16982.19849,17039.77504,17097.35165,17154.92829,17097.35165,17039.77504,16982.19849,16924.62199,16867.04554,16809.46915,16867.04554,16924.62198,16982.19849,17039.77504,17097.35165,17154.92829,17097.35165,17039.77504,16982.19849
49,49,54,36,37,125,17241.31271,17182.85412,17124.39696,17065.93964,17124.39696,17182.85412,17241.31099,17299.76724,17358.22224,17416.67397,17358.22225,17299.76724,17241.31099,17182.85412,17124.39696,17065.93964,17124.39696,17182.85412,17241.31099,17299.76724,17358.22225,17416.67397,17358.22225,17299.76724,17241.31099,17182.85412,17124.39696,17065.93964,17124.39696,17182.85412,17241.31099,17299.76724,17358.22225,17416.67397,17358.22225,17299.76724,17241.31099,17182.85412,17124.39696,17065.93964,17124.39696,17182.85412,17241.31099,17299.76724,17358.22224,17416.67397,17358.22225,17299.76724,17241.31099
50,50,55,37,23,126,10093.67867,10059.44398,10025.22258,9991.001096,10025.22258,10059.44398,10093.66516,10127.88599,10162.10604,10196.3241,10162.10604,10127.88599,10093.66516,10059.44398,10025.22258,9991.001096,10025.22258,10059.44398,10093.66516,10127.88599,10162.10605,10196.32411,10162.10604,10127.88599,10093.66516,10059.44398,10025.22258,9991.001096,10025.22258,10059.44398,10093.66516,10127.88599,10162.10604,10196.32411,10162.10604,10127.88599,10093.66516,10059.44398,10025.22258,9991.001096,10025.22259,10059.44398,10093.66516,10127.88599,10162.10604,10196.32411,10162.10604,10127.88599,10093.66516
51,51,56,37,38,127,12093.92627,12052.93039,12011.92485,11970.91901,12011.92485,12052.93039,12093.93542,12134.93953,12175.9417,12216.93896,12175.9417,12134.93953,12093.93542,12052.93039,12011.92485,11970.91901,12011.92485,12052.93039,12093.93542,12134.93953,12175.9417,12216.93896,12175.9417,12134.93953,12093.93542,12052.93039,12011.92485,11970.91901,12011.92485,12052.93039,12093.93542,12134.93953,12175.9417,12216.93896,12175.9417,12134.93953,12093.93542,12052.93039,12011.92485,11970.91901,12011.92485,12052.93039,12093.93542,12134.93953,12175.9417,12216.93896,12175.9417,12134.93953,12093.93542
52,52,57,38,21,128,9453.16607,9421.106667,9389.052648,9356.998689,9389.052648,9421.106667,9453.160742,9485.214876,9517.269079,9549.323331,9517.269081,9485.214876,9453.160742,9421.106667,9389.052648,9356.998689,9389.052648,9421.106667,9453.160742,9485.214876,9517.269079,9549.323331,9517.269081,9485.214878,9453.160742,9421.106667,9389.052648,9356.998689,9389.052648,9421.106667,9453.160742,9485.214878,9517.269079,9549.323332,9517.269081,9485.214876,9453.160742,9421.106667,9389.052648,9356.998689,9389.052648,9421.106667,9453.160744,9485.214878,9517.269079,9549.323331,9517.269081,9485.214876,9453.160742
53,53,58,38,39,129,4610.182764,4594.568079,4578.937089,4563.305477,4578.937089,4594.568079,4610.19806,4625.826244,4641.450809,4657.06625,4641.45081,4625.826244,4610.19806,4594.568079,4578.937089,4563.305479,4578.937089,4594.568079,4610.19806,4625.826244,4641.450809,4657.066251,4641.45081,4625.826244,4610.19806,4594.568079,4578.937089,4563.305477,4578.937089,4594.568079,4610.19806,4625.826243,4641.450809,4657.066251,4641.450809,4625.826245,4610.19806,4594.568079,4578.937089,4563.305475,4578.937089,4594.568079,4610.19806,4625.826244,4641.450809,4657.066251,4641.45081,4625.826244,4610.19806
54,54,59,39,20,130,8802.648283,8772.822543,8742.974743,8713.127109,8742.974743,8772.822543,8802.670562,8832.518941,8862.368001,8892.218763,8862.368001,8832.518941,8802.67056,8772.822543,8742.974743,8713.127109,8742.974743,8772.822543,8802.67056,8832.518941,8862.368001,8892.218764,8862.368001,8832.518941,8802.67056,8772.822542,8742.974743,8713.127109,8742.974743,8772.822542,8802.67056,8832.518941,8862.368001,8892.218764,8862.368,8832.518941,8802.670562,8772.822543,8742.974743,8713.127109,8742.974743,8772.822543,8802.67056,8832.518941,8862.368001,8892.218765,8862.368001,8832.518941,8802.67056
55,55,60,40,39,132,6046.835998,6026.338154,6005.835352,5985.33332,6005.835352,6026.338154,6046.842198,6067.348386,6087.858885,6108.380201,6087.858884,6067.348386,6046.842198,6026.338154,6005.835352,5985.33332,6005.835352,6026.338154,6046.842196,6067.348386,6087.858887,6108.380203,6087.858884,6067.348386,6046.842196,6026.338154,6005.835352,5985.33332,6005.835352,6026.338154,6046.842198,6067.348386,6087.858887,6108.380202,6087.858884,6067.348386,6046.842198,6026.338154,6005.835352,5985.33332,6005.835352,6026.338154,6046.842196,6067.348386,6087.858887,6108.380202,6087.858884,6067.348385,6046.842198
56,56,61,41,40,133,6254.57352,6233.368044,6212.156718,6190.946001,6212.156718,6233.368044,6254.580317,6275.794239,6297.011432,6318.236892,6297.01143,6275.794239,6254.580317,6233.368044,6212.156718,6190.946001,6212.156718,6233.368044,6254.580317,6275.794239,6297.011434,6318.236892,6297.011431,6275.794239,6254.580317,6233.368044,6212.156718,6190.946001,6212.156718,6233.368044,6254.580317,6275.794239,6297.011433,6318.236892,6297.01143,6275.794239,6254.580317,6233.368044,6212.156718,6190.946001,6212.156718,6233.368044,6254.580317,6275.794239,6297.011433,6318.236892,6297.01143,6275.794239,6254.580317
57,57,62,41,38,134,7669.649079,7643.648077,7617.645817,7591.643285,7617.645819,7643.648077,7669.649893,7695.65092,7721.650318,7747.645551,7721.650316,7695.65092,7669.649893,7643.648077,7617.645817,7591.643285,7617.645817,7643.648077,7669.649893,7695.65092,7721.650318,7747.645552,7721.650316,7695.65092,7669.649893,7643.648077,7617.645817,7591.643285,7617.645817,7643.648077,7669.649893,7695.65092,7721.650317,7747.645552,7721.650316,7695.65092,7669.649893,7643.648077,7617.645817,7591.643285,7617.645819,7643.648073,7669.649893,7695.65092,7721.650317,7747.645552,7721.650316,7695.65092,7669.649893
58,58,63,42,41,135,14002.23523,13954.76631,13907.29025,13859.81415,13907.29025,13954.76631,14002.24227,14049.71801,14097.19325,14144.66702,14097.19325,14049.71802,14002.24227,13954.76631,13907.29025,13859.81415,13907.29025,13954.76631,14002.24227,14049.71802,14097.19325,14144.66702,14097.19325,14049.71802,14002.24227,13954.76631,13907.29025,13859.81415,13907.29025,13954.76631,14002.24227,14049.71802,14097.19325,14144.66702,14097.19325,14049.71801,14002.24227,13954.76631,13907.29025,13859.81415,13907.29025,13954.76631,14002.24227,14049.71802,14097.19325,14144.66702,14097.19325,14049.71802,14002.24227
59,59,64,42,37,136,8063.61807,8036.27732,8008.940351,7981.603135,8008.940351,8036.27732,8063.613897,8090.949756,8118.284175,8145.614971,8118.284175,8090.949756,8063.613897,8036.27732,8008.940351,7981.603135,8008.940351,8036.27732,8063.613897,8090.949756,8118.284175,8145.614973,8118.284175,8090.949756,8063.613897,8036.27732,8008.940351,7981.603135,8008.940351,8036.27732,8063.613897,8090.949756,8118.284175,8145.614971,8118.284176,8090.949756,8063.613897,8036.27732,8008.940351,7981.603135,8008.940351,8036.27732,8063.613897,8090.949756,8118.284175,8145.614971,8118.284176,8090.949756,8063.613897
60,60,65,111,42,137,25934.01056,25846.0877,25758.16226,25670.23655,25758.16226,25846.0877,25934.01262,26021.93664,26109.85868,26197.77566,26109.85868,26021.93664,25934.01262,25846.0877,25758.16226,25670.23655,25758.16226,25846.0877,25934.01262,26021.93664,26109.85868,26197.77566,26109.85868,26021.93664,25934.01262,25846.0877,25758.16226,25670.23655,25758.16226,25846.0877,25934.01262,26021.93664,26109.85868,26197.77566,26109.85868,26021.93664,25934.01262,25846.0877,25758.16226,25670.23655,25758.16226,25846.0877,25934.01262,26021.93664,26109.85868,26197.77566,26109.85868,26021.93664,25934.01262
61,61,66,43,36,138,17391.9138,17332.95593,17273.996,17215.03591,17273.996,17332.95593,17391.91555,17450.87466,17509.83267,17568.78784,17509.83267,17450.87466,17391.91555,17332.95593,17273.996,17215.03591,17273.996,17332.95593,17391.91555,17450.87466,17509.83267,17568.78784,17509.83267,17450.87466,17391.91555,17332.95593,17273.996,17215.03591,17273.996,17332.95593,17391.91555,17450.87466,17509.83267,17568.78784,17509.83267,17450.87466,17391.91555,17332.95593,17273.996,17215.03591,17273.996,17332.95593,17391.91555,17450.87466,17509.83267,17568.78784,17509.83267,17450.87466,17391.91555
62,62,67,44,43,139,71974.52839,71730.51721,71486.50015,71242.48333,71486.50015,71730.51721,71974.53449,72218.55209,72462.56985,72706.58798,72462.56985,72218.55209,71974.53449,71730.51721,71486.50015,71242.48333,71486.50015,71730.51719,71974.53449,72218.55209,72462.56985,72706.58798,72462.56985,72218.55209,71974.53449,71730.51721,71486.50015,71242.48333,71486.50015,71730.51721,71974.53449,72218.55209,72462.56985,72706.58798,72462.56985,72218.55209,71974.53449,71730.51721,71486.50015,71242.48333,71486.50015,71730.51721,71974.53449,72218.55209,72462.56985,72706.58798,72462.56985,72218.55209,71974.53449
63,63,69,45,44,140,73835.50925,73585.19593,73334.87048,73084.54516,73334.87048,73585.19593,73835.52162,74085.84758,74336.17375,74586.50031,74336.17377,74085.84758,73835.52162,73585.19593,73334.87048,73084.54516,73334.87048,73585.19593,73835.52162,74085.84758,74336.17377,74586.50031,74336.17375,74085.84758,73835.52162,73585.19593,73334.87048,73084.54516,73334.87048,73585.19593,73835.52162,74085.84758,74336.17375,74586.50031,74336.17375,74085.84758,73835.52162,73585.19593,73334.87048,73084.54516,73334.87048,73585.19593,73835.52162,74085.84758,74336.17375,74586.50031,74336.17377,74085.84758,73835.52162
64,64,71,31,45,142,28280.50469,28184.62949,28088.74953,27992.86967,28088.74953,28184.62949,28280.50952,28376.38963,28472.26985,28568.15017,28472.26985,28376.38964,28280.50952,28184.62949,28088.74953,27992.86967,28088.74953,28184.62949,28280.50952,28376.38963,28472.26985,28568.15017,28472.26985,28376.38963,28280.50952,28184.62949,28088.74953,27992.86967,28088.74953,28184.62949,28280.50952,28376.38963,28472.26985,28568.15017,28472.26985,28376.38963,28280.50952,28184.62949,28088.74953,27992.86967,28088.74953,28184.62949,28280.50952,28376.38963,28472.26985,28568.15017,28472.26985,28376.38963,28280.50952
65,65,72,46,31,143,61095.15699,60888.03722,60680.90833,60473.77962,60680.90833,60888.03722,61095.16632,61302.29557,61509.42505,61716.55482,61509.42505,61302.29557,61095.16632,60888.03722,60680.90833,60473.77962,60680.90833,60888.03722,61095.16632,61302.29557,61509.42505,61716.55483,61509.42505,61302.29557,61095.16632,60888.03722,60680.90833,60473.77962,60680.90833,60888.03722,61095.16632,61302.29557,61509.42505,61716.55483,61509.42505,61302.29557,61095.16632,60888.03722,60680.90833,60473.77962,60680.90833,60888.03722,61095.16632,61302.29557,61509.42505,61716.55483,61509.42505,61302.29557,61095.16632
66,66,73,46,47,144,50796.79927,50624.59239,50452.37806,50280.16387,50452.37806,50624.59239,50796.80686,50969.02149,51141.23626,51313.45127,51141.23626,50969.02148,50796.80687,50624.59239,50452.37806,50280.16387,50452.37806,50624.59239,50796.80686,50969.02149,51141.23626,51313.45127,51141.23626,50969.02149,50796.80686,50624.59239,50452.37806,50280.16387,50452.37806,50624.59239,50796.80687,50969.02149,51141.23626,51313.45127,51141.23626,50969.02149,50796.80686,50624.59239,50452.37806,50280.16387,50452.37806,50624.59239,50796.80686,50969.02149,51141.23626,51313.45127,51141.23626,50969.02149,50796.80686
67,67,74,47,45,145,47377.15235,47216.53746,47055.91512,46895.29294,47055.91512,47216.53746,47377.15994,47537.78255,47698.40535,47859.02836,47698.40535,47537.78255,47377.15994,47216.53746,47055.91512,46895.29294,47055.91512,47216.53746,47377.15994,47537.78255,47698.40535,47859.02835,47698.40535,47537.78255,47377.15994,47216.53746,47055.91512,46895.29294,47055.91512,47216.53746,47377.15994,47537.78255,47698.40535,47859.02836,47698.40535,47537.78255,47377.15994,47216.53746,47055.91512,46895.29294,47055.91512,47216.53746,47377.15994,47537.78255,47698.40535,47859.02836,47698.40535,47537.78255,47377.15994
68,68,75,47,48,146,1674.302057,1668.626458,1662.950856,1657.275254,1662.950856,1668.626458,1674.302057,1679.977658,1685.653257,1691.328858,1685.653257,1679.977657,1674.302057,1668.626458,1662.950856,1657.275254,1662.950856,1668.626458,1674.302057,1679.977658,1685.653257,1691.328858,1685.653257,1679.977658,1674.302057,1668.626458,1662.950856,1657.275254,1662.950856,1668.626458,1674.302057,1679.977657,1685.653257,1691.328858,1685.653257,1679.977657,1674.302057,1668.626458,1662.950856,1657.275254,1662.950856,1668.626458,1674.302057,1679.977658,1685.653257,1691.328858,1685.653257,1679.977657,1674.302057
69,69,78,49,43,147,19793.8843,19726.773,19659.65729,19592.54222,19659.65729,19726.773,19793.88973,19861.00814,19928.12989,19995.25988,19928.12989,19861.00814,19793.88973,19726.773,19659.65729,19592.54222,19659.65729,19726.773,19793.88973,19861.00814,19928.12989,19995.25988,19928.12989,19861.00814,19793.88973,19726.773,19659.65729,19592.54222,19659.65729,19726.773,19793.88973,19861.00814,19928.12989,19995.25988,19928.12989,19861.00814,19793.88973,19726.773,19659.65729,19592.54222,19659.65729,19726.773,19793.88973,19861.00814,19928.12989,19995.25988,19928.12989,19861.00814,19793.88973
70,70,79,49,50,148,16755.65523,16698.85121,16642.04465,16585.23868,16642.04465,16698.85121,16755.65872,16812.46786,16869.28028,16926.10085,16869.28027,16812.46786,16755.65872,16698.85121,16642.04465,16585.23868,16642.04465,16698.85121,16755.65872,16812.46786,16869.28028,16926.10085,16869.28027,16812.46786,16755.65872,16698.85121,16642.04465,16585.23868,16642.04465,16698.85121,16755.65872,16812.46786,16869.28028,16926.10085,16869.28027,16812.46786,16755.65872,16698.85121,16642.04465,16585.23868,16642.04465,16698.85121,16755.65872,16812.46786,16869.28028,16926.10085,16869.28027,16812.46786,16755.65872
71,71,80,50,41,149,4811.082262,4794.769935,4778.459215,4762.148872,4778.459215,4794.769935,4811.081271,4827.393671,4843.708235,4860.028351,4843.708234,4827.393672,4811.08127,4794.769938,4778.459215,4762.148872,4778.459215,4794.769938,4811.08127,4827.393672,4843.708235,4860.028351,4843.708234,4827.393672,4811.08127,4794.769935,4778.459215,4762.148872,4778.459215,4794.769935,4811.081269,4827.393672,4843.708235,4860.028351,4843.708234,4827.393672,4811.08127,4794.769938,4778.459215,4762.148872,4778.459215,4794.769935,4811.081269,4827.393672,4843.708235,4860.028351,4843.708234,4827.393671,4811.08127
72,72,81,50,51,150,7294.193341,7269.465246,7244.733408,7220.001793,7244.733408,7269.465246,7294.197424,7318.930172,7343.664014,7368.400476,7343.664015,7318.930172,7294.197424,7269.465246,7244.733408,7220.001793,7244.733408,7269.465246,7294.197424,7318.930172,7343.664014,7368.400477,7343.664015,7318.930172,7294.197424,7269.465246,7244.733408,7220.001793,7244.733408,7269.465246,7294.197424,7318.930172,7343.664014,7368.400478,7343.664015,7318.930172,7294.197424,7269.465246,7244.733408,7220.001793,7244.733408,7269.465246,7294.197424,7318.930172,7343.664014,7368.400476,7343.664015,7318.930172,7294.197424
73,73,82,51,40,151,2410.055266,2401.883378,2393.70794,2385.532723,2393.70794,2401.883379,2410.059157,2418.235501,2426.412946,2434.593007,2426.412945,2418.235501,2410.059156,2401.883378,2393.707941,2385.532723,2393.707941,2401.883378,2410.059156,2418.235501,2426.412945,2434.593008,2426.412945,2418.235502,2410.059157,2401.883378,2393.70794,2385.532723,2393.707941,2401.883378,2410.059157,2418.235501,2426.412945,2434.593007,2426.412945,2418.235502,2410.059157,2401.883378,2393.70794,2385.532723,2393.70794,2401.883378,2410.059157,2418.235501,2426.412945,2434.593007,2426.412946,2418.235501,2410.059156
74,74,84,54,52,152,3813.455138,3800.526445,3787.597152,3774.667943,3787.597152,3800.526445,3813.455858,3826.385475,3839.315475,3852.24641,3839.315475,3826.385474,3813.455858,3800.526444,3787.597152,3774.667943,3787.597152,3800.526445,3813.455857,3826.385475,3839.315474,3852.246409,3839.315474,3826.385474,3813.455857,3800.526445,3787.597152,3774.667943,3787.597152,3800.526445,3813.455857,3826.385475,3839.315475,3852.246411,3839.315474,3826.385475,3813.455858,3800.526446,3787.597152,3774.667943,3787.597152,3800.526446,3813.455858,3826.385474,3839.315475,3852.246409,3839.315475,3826.385474,3813.455858
75,75,85,62,53,153,1040.580753,1012.14128,1008.556629,1005.114455,1008.556629,1011.998802,1015.440976,1018.883148,1022.32532,1025.767495,1022.325321,1018.883148,1015.440976,1011.998802,1008.556632,1005.114455,1008.55663,1011.998802,1015.440976,1018.883149,1022.325321,1025.767494,1022.325321,1018.883148,1015.440976,1011.998801,1008.55663,1005.114455,1008.55663,1011.998802,1015.440975,1018.883148,1022.32532,1025.767496,1022.325322,1018.883148,1015.440975,1011.998802,1008.55663,1005.114455,1008.556629,1011.998801,1015.440976,1018.883148,1022.32532,1025.767493,1022.325321,1018.883148,1015.440976
76,76,86,55,54,154,8637.168429,8607.885697,8578.601429,8549.317344,8578.601429,8607.885697,8637.170231,8666.455206,8695.741042,8725.028924,8695.741043,8666.455207,8637.170231,8607.885697,8578.601429,8549.317344,8578.601429,8607.885697,8637.170229,8666.455206,8695.741043,8725.028924,8695.741042,8666.455206,8637.170231,8607.885697,8578.601429,8549.317344,8578.601429,8607.885697,8637.170231,8666.455206,8695.741043,8725.028925,8695.741043,8666.455207,8637.170231,8607.885697,8578.601429,8549.317344,8578.601429,8607.885697,8637.170231,8666.455206,8695.741043,8725.028922,8695.741043,8666.455206,8637.170229
77,77,89,56,55,155,7117.328402,7093.19766,7069.065394,7044.933307,7069.065394,7093.19766,7117.330193,7141.463173,7165.597008,7189.732889,7165.597007,7141.463173,7117.330193,7093.19766,7069.065396,7044.93331,7069.065394,7093.19766,7117.330193,7141.463175,7165.597008,7189.73289,7165.597006,7141.463173,7117.330193,7093.19766,7069.065394,7044.93331,7069.065394,7093.19766,7117.330193,7141.463173,7165.597007,7189.73289,7165.597008,7141.463175,7117.330193,7093.19766,7069.065394,7044.93331,7069.065394,7093.19766,7117.330193,7141.463178,7165.597007,7189.732888,7165.597007,7141.463173,7117.330193
78,78,91,57,56,157,2719.704374,2710.480836,2701.255773,2692.030887,2701.255775,2710.480836,2719.706172,2728.931952,2738.158586,2747.387267,2738.158586,2728.931951,2719.706171,2710.480834,2701.255775,2692.030888,2701.255775,2710.480836,2719.706171,2728.931952,2738.158587,2747.387266,2738.158586,2728.931952,2719.706171,2710.480834,2701.255774,2692.030887,2701.255774,2710.480837,2719.706172,2728.931952,2738.158586,2747.387268,2738.158586,2728.931952,2719.70617,2710.480837,2701.255774,2692.030887,2701.255775,2710.480836,2719.70617,2728.931952,2738.158587,2747.387266,2738.158586,2728.931952,2719.706171
79,79,93,58,57,158,15437.14573,15384.80836,15332.46718,15280.12618,15332.46718,15384.80836,15437.14974,15489.49147,15541.83379,15594.17748,15541.83379,15489.49147,15437.14974,15384.80836,15332.46718,15280.12618,15332.46718,15384.80836,15437.14974,15489.49147,15541.8338,15594.17747,15541.83379,15489.49147,15437.14974,15384.80836,15332.46718,15280.12618,15332.46718,15384.80836,15437.14974,15489.49147,15541.83379,15594.17748,15541.8338,15489.49147,15437.14974,15384.80836,15332.46718,15280.12618,15332.46718,15384.80836,15437.14974,15489.49147,15541.8338,15594.17747,15541.8338,15489.49147,15437.14974
80,80,94,58,46,159,113916.4907,113530.3012,113144.0952,112757.8895,113144.0952,113530.3012,113916.5075,114302.7143,114688.9214,115075.1289,114688.9214,114302.7143,113916.5075,113530.3012,113144.0952,112757.8895,113144.0952,113530.3012,113916.5075,114302.7143,114688.9214,115075.1289,114688.9214,114302.7143,113916.5075,113530.3012,113144.0952,112757.8895,113144.0952,113530.3012,113916.5075,114302.7143,114688.9214,115075.129,114688.9214,114302.7143,113916.5075,113530.3012,113144.0952,112757.8895,113144.0952,113530.3012,113916.5075,114302.7143,114688.9214,115075.1289,114688.9214,114302.7143,113916.5075
81,81,95,59,58,160,72147.41657,71902.83269,71658.24023,71413.64794,71658.24023,71902.83269,72147.42523,72392.01793,72636.61078,72881.20371,72636.61077,72392.01796,72147.42523,71902.83269,71658.24023,71413.64794,71658.24023,71902.83269,72147.42523,72392.01793,72636.61077,72881.20371,72636.61077,72392.01796,72147.42523,71902.83269,71658.24023,71413.64794,71658.24023,71902.83269,72147.42523,72392.01793,72636.61077,72881.20371,72636.61077,72392.01793,72147.42523,71902.83269,71658.24023,71413.64794,71658.24023,71902.83269,72147.42523,72392.01793,72636.61078,72881.20371,72636.61077,72392.01793,72147.42523
82,82,96,60,30,161,103631.4141,103280.0934,102928.7582,102577.4232,102928.7582,103280.0934,103631.4288,103982.7644,104334.1002,104685.436,104334.1002,103982.7644,103631.4288,103280.0934,102928.7582,102577.4232,102928.7582,103280.0934,103631.4288,103982.7644,104334.1002,104685.436,104334.1002,103982.7644,103631.4288,103280.0934,102928.7582,102577.4232,102928.7582,103280.0934,103631.4288,103982.7644,104334.1002,104685.436,104334.1002,103982.7644,103631.4288,103280.0934,102928.7582,102577.4232,102928.7582,103280.0934,103631.4288,103982.7644,104334.1002,104685.436,104334.1002,103982.7644,103631.4288
83,83,97,59,60,162,108748.4915,108379.8247,108011.1436,107642.4625,108011.1436,108379.8247,108748.5061,109117.1878,109485.8696,109854.5514,109485.8696,109117.1878,108748.5061,108379.8247,108011.1436,107642.4625,108011.1436,108379.8247,108748.5061,109117.1878,109485.8696,109854.5514,109485.8696,109117.1878,108748.5061,108379.8247,108011.1436,107642.4625,108011.1436,108379.8247,108748.5061,109117.1878,109485.8696,109854.5514,109485.8696,109117.1878,108748.5061,108379.8247,108011.1436,107642.4625,108011.1436,108379.8247,108748.5061,109117.1878,109485.8696,109854.5514,109485.8696,109117.1878,108748.5061
84,84,99,53,61,163,1068.179101,1053.248715,1049.614,1046.031698,1049.614,1053.1963,1056.7786,1060.3609,1063.9432,1067.525501,1063.9432,1060.3609,1056.7786,1053.196299,1049.614,1046.031698,1049.613999,1053.1963,1056.7786,1060.3609,1063.943201,1067.525502,1063.943201,1060.360901,1056.7786,1053.196299,1049.614,1046.031698,1049.614,1053.1963,1056.7786,1060.3609,1063.9432,1067.525501,1063.943201,1060.3609,1056.7786,1053.196299,1049.614,1046.031698,1049.614,1053.1963,1056.7786,1060.360899,1063.943201,1067.525501,1063.943201,1060.360901,1056.7786
85,85,100,63,106,2,3056.40971,3048.564738,3038.213797,3027.844469,3038.213795,3048.583123,3058.952453,3069.321788,3079.691114,3090.060448,3079.691115,3069.321789,3058.952453,3048.583123,3038.213793,3027.844468,3038.213792,3048.583123,3058.952453,3069.321788,3079.691115,3090.060447,3079.691116,3069.321787,3058.952453,3048.583123,3038.213797,3027.844467,3038.213797,3048.583122,3058.952453,3069.321787,3079.691114,3090.060446,3079.691117,3069.321789,3058.952455,3048.583123,3038.213795,3027.844469,3038.213792,3048.583124,3058.952455,3069.321788,3079.691117,3090.060446,3079.691112,3069.321789,3058.952454
86,86,101,109,75,3,4364.727823,4347.912919,4333.105398,4318.316641,4333.105398,4347.894143,4362.682907,4377.471659,4392.26041,4407.049168,4392.260411,4377.471659,4362.682907,4347.894143,4333.105398,4318.316641,4333.105398,4347.894143,4362.682906,4377.471659,4392.26041,4407.049167,4392.26041,4377.471659,4362.682904,4347.894143,4333.105398,4318.316641,4333.105398,4347.894143,4362.682907,4377.471659,4392.26041,4407.049166,4392.26041,4377.471659,4362.682906,4347.894143,4333.105398,4318.316641,4333.105398,4347.894143,4362.682907,4377.471659,4392.26041,4407.049167,4392.26041,4377.471659,4362.682907
87,87,102,64,94,4,9701.843057,9668.45812,9635.572995,9602.687062,9635.572995,9668.458903,9701.344813,9734.230731,9767.116653,9800.002568,9767.116653,9734.230731,9701.344811,9668.458903,9635.572995,9602.687062,9635.572995,9668.458903,9701.344813,9734.230731,9767.116652,9800.002569,9767.116652,9734.230733,9701.344814,9668.458903,9635.572995,9602.687062,9635.572995,9668.458903,9701.344814,9734.230733,9767.116652,9800.002565,9767.116652,9734.230731,9701.344816,9668.458903,9635.572995,9602.687062,9635.572995,9668.458903,9701.344813,9734.230731,9767.116653,9800.002568,9767.116652,9734.230731,9701.344811
88,88,103,110,64,5,26943.29356,26851.96037,26760.62718,26669.29398,26760.62718,26851.96037,26943.29356,27034.62677,27125.95996,27217.29316,27125.95996,27034.62677,26943.29356,26851.96037,26760.62718,26669.29398,26760.62718,26851.96037,26943.29356,27034.62677,27125.95996,27217.29317,27125.95996,27034.62677,26943.29356,26851.96037,26760.62718,26669.29398,26760.62718,26851.96037,26943.29356,27034.62677,27125.95996,27217.29316,27125.95996,27034.62677,26943.29356,26851.96037,26760.62718,26669.29398,26760.62718,26851.96037,26943.29356,27034.62677,27125.95996,27217.29317,27125.95996,27034.62677,26943.29356
