,Unnamed: 0_x,Id,Source,Target,Unnamed: 0_y,Weight,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
20,20,23,15,18,93,4512.125772,4496.789212,4481.485119,4466.181974,4481.485119,4496.789212,4512.094784,4527.402873,4542.715814,4558.040273,4542.715811,4527.402873,4512.094785,4496.789212,4481.485119,4466.181974,4481.485119,4496.789212,4512.094785,4527.402873,4542.715814,4558.040274,4542.715811,4527.402873,4512.094785,4496.789212,4481.485119,4466.181974,4481.485119,4496.789212,4512.094785,4527.402873,4542.715814,4558.040274,4542.715811,4527.402873,4512.094785,4496.789212,4481.485119,4466.181974,4481.485119,4496.789212,4512.094785,4527.402874,4542.715815,4558.040274,4542.715811,4527.402874,4512.094786
21,21,24,19,18,94,6289.675811,6268.389465,6247.067201,6225.744045,6247.067201,6268.389465,6289.710306,6311.028696,6332.342293,6353.644435,6332.342297,6311.028697,6289.710306,6268.389465,6247.067201,6225.744045,6247.067201,6268.389465,6289.710306,6311.028696,6332.342293,6353.644436,6332.342297,6311.028697,6289.710306,6268.389465,6247.067201,6225.744045,6247.067201,6268.389465,6289.710306,6311.028697,6332.342293,6353.644435,6332.342296,6311.028697,6289.710306,6268.389465,6247.067201,6225.744045,6247.067201,6268.389465,6289.710306,6311.028697,6332.342293,6353.644435,6332.342297,6311.028697,6289.710308
22,22,25,14,19,95,999.6020718,996.2295536,992.8322148,989.436082,992.8322146,996.2295539,999.6287854,1003.031259,1006.440063,1009.864279,1006.440057,1003.031259,999.6287849,996.2295536,992.8322148,989.4360803,992.8322148,996.2295534,999.6287858,1003.031258,1006.440063,1009.86428,1006.440056,1003.031259,999.6287858,996.2295528,992.8322153,989.4360811,992.8322146,996.2295536,999.6287851,1003.031259,1006.440063,1009.86428,1006.440057,1003.031258,999.6287858,996.2295534,992.8322148,989.4360811,992.8322142,996.229553,999.6287854,1003.031259,1006.440062,1009.864281,1006.440056,1003.031259,999.6287856
23,23,26,20,19,96,8375.46847,8347.126531,8318.724926,8290.32364,8318.724929,8347.126531,8375.528608,8403.931466,8432.335868,8460.744227,8432.335866,8403.931468,8375.528608,8347.126531,8318.724926,8290.32364,8318.724926,8347.126531,8375.528608,8403.931466,8432.335868,8460.744226,8432.335864,8403.931466,8375.528608,8347.126531,8318.724926,8290.32364,8318.724926,8347.126531,8375.528608,8403.931466,8432.335868,8460.744228,8432.335865,8403.931468,8375.528608,8347.126531,8318.724926,8290.32364,8318.724929,8347.126531,8375.528608,8403.931466,8432.335868,8460.744228,8432.335866,8403.931468,8375.528607
24,24,27,21,20,97,1684.075905,1678.40389,1672.693282,1666.982829,1672.693281,1678.403889,1684.114744,1689.826028,1695.538167,1701.252567,1695.538165,1689.826028,1684.114744,1678.403889,1672.693282,1666.982829,1672.693281,1678.403889,1684.114744,1689.826028,1695.538167,1701.252567,1695.538165,1689.826028,1684.114744,1678.403889,1672.693281,1666.982828,1672.693281,1678.403889,1684.114744,1689.826028,1695.538166,1701.252567,1695.538165,1689.826028,1684.114744,1678.403889,1672.693281,1666.982829,1672.693282,1678.403889,1684.114744,1689.826028,1695.538167,1701.252567,1695.538166,1689.826028,1684.114744
25,25,28,11,21,98,6139.941354,6119.24148,6098.424956,6077.60771,6098.424956,6119.24148,6140.056871,6160.870313,6181.68001,6202.480931,6181.680016,6160.870313,6140.056871,6119.24148,6098.424956,6077.60771,6098.424956,6119.24148,6140.056871,6160.870313,6181.680011,6202.480932,6181.680015,6160.870313,6140.056871,6119.24148,6098.424956,6077.60771,6098.424956,6119.241479,6140.056871,6160.870313,6181.680012,6202.480932,6181.680015,6160.870313,6140.056871,6119.241479,6098.424956,6077.60771,6098.424956,6119.24148,6140.056871,6160.870313,6181.680012,6202.480932,6181.680015,6160.870314,6140.056871
26,26,29,22,21,99,5472.999066,5454.604678,5436.046399,5417.487571,5436.046399,5454.60468,5473.162067,5491.717929,5510.270909,5528.817375,5510.270908,5491.717929,5473.162067,5454.60468,5436.046399,5417.487571,5436.046399,5454.604682,5473.162067,5491.717929,5510.270907,5528.817374,5510.270907,5491.717929,5473.162067,5454.60468,5436.046399,5417.487571,5436.046399,5454.604678,5473.162067,5491.717929,5510.270906,5528.817376,5510.270907,5491.717928,5473.162067,5454.60468,5436.046399,5417.487571,5436.046399,5454.60468,5473.162068,5491.717929,5510.270908,5528.817376,5510.270909,5491.717929,5473.162067
27,27,30,22,9,101,2594.481337,2585.369496,2576.565041,2567.761613,2576.56504,2585.369496,2594.175525,2602.984158,2611.797598,2620.621546,2611.797595,2602.984159,2594.175525,2585.369496,2576.56504,2567.761613,2576.565041,2585.369496,2594.175525,2602.984159,2611.797598,2620.621546,2611.797596,2602.984158,2594.175524,2585.369496,2576.56504,2567.761613,2576.565041,2585.369496,2594.175525,2602.984158,2611.797598,2620.621546,2611.797596,2602.984159,2594.175524,2585.369496,2576.565041,2567.761613,2576.565041,2585.369496,2594.175525,2602.984158,2611.797598,2620.621545,2611.797595,2602.984159,2594.175525
28,28,31,23,22,102,12932.62188,12888.62131,12844.76659,12800.91232,12844.76659,12888.62131,12932.47674,12976.33323,13020.19164,13064.05407,13020.19165,12976.33323,12932.47674,12888.62131,12844.76659,12800.91232,12844.76659,12888.62131,12932.47674,12976.33323,13020.19164,13064.05407,13020.19165,12976.33323,12932.47674,12888.62131,12844.76659,12800.91232,12844.76659,12888.62131,12932.47674,12976.33323,13020.19165,13064.05407,13020.19164,12976.33323,12932.47674,12888.62131,12844.76659,12800.91232,12844.76659,12888.62131,12932.47674,12976.33323,13020.19164,13064.05407,13020.19165,12976.33323,12932.47674
29,29,32,8,23,103,4696.483604,4680.653956,4664.730026,4648.805831,4664.730026,4680.653956,4696.577448,4712.500184,4728.42147,4744.339382,4728.421472,4712.500184,4696.577448,4680.653956,4664.730026,4648.805831,4664.730026,4680.653956,4696.577448,4712.500184,4728.421472,4744.339382,4728.421472,4712.500184,4696.577448,4680.653956,4664.730026,4648.805831,4664.730026,4680.653956,4696.577448,4712.500184,4728.421471,4744.339382,4728.421472,4712.500184,4696.577448,4680.653956,4664.730026,4648.805831,4664.730026,4680.653956,4696.577448,4712.500184,4728.42147,4744.339382,4728.421472,4712.500184,4696.577448
30,30,33,24,23,104,11036.01299,10998.55497,10961.13129,10923.70793,10961.13129,10998.55497,11035.9791,11073.4039,11110.82995,11148.25861,11110.82994,11073.4039,11035.9791,10998.55497,10961.13129,10923.70793,10961.13129,10998.55497,11035.97909,11073.4039,11110.82995,11148.25861,11110.82994,11073.4039,11035.9791,10998.55497,10961.13129,10923.70793,10961.13129,10998.55497,11035.9791,11073.4039,11110.82995,11148.25861,11110.82994,11073.4039,11035.9791,10998.55497,10961.13129,10923.70793,10961.13129,10998.55497,11035.9791,11073.4039,11110.82995,11148.25861,11110.82994,11073.4039,11035.9791
31,31,34,6,24,105,6412.452164,6390.747232,6369.0034,6347.259642,6369.003399,6390.747232,6412.491157,6434.235241,6455.979667,6477.725097,6455.979666,6434.235241,6412.491157,6390.747232,6369.0034,6347.259642,6369.0034,6390.747232,6412.491157,6434.235241,6455.979668,6477.725097,6455.979667,6434.235242,6412.491155,6390.747232,6369.0034,6347.259642,6369.0034,6390.747232,6412.491157,6434.235242,6455.979668,6477.725098,6455.979667,6434.235241,6412.491157,6390.747232,6369.0034,6347.259642,6369.0034,6390.747232,6412.491157,6434.235241,6455.979667,6477.725097,6455.979668,6434.235241,6412.491157
32,32,35,25,89,106,26164.98333,26076.27103,25987.55562,25898.84058,25987.55562,26076.27103,26164.98699,26253.70382,26342.42222,26431.14428,26342.42222,26253.70382,26164.98699,26076.27103,25987.55562,25898.84059,25987.55562,26076.27103,26164.98699,26253.70382,26342.42222,26431.14429,26342.42222,26253.70382,26164.98699,26076.27103,25987.55562,25898.84059,25987.55562,26076.27103,26164.98699,26253.70382,26342.42222,26431.14429,26342.42222,26253.70382,26164.98699,26076.27103,25987.55562,25898.84059,25987.55562,26076.27103,26164.98699,26253.70382,26342.42222,26431.14429,26342.42222,26253.70382,26164.98699
33,33,37,26,25,107,30942.56833,30837.66085,30732.75022,30627.83999,30732.75022,30837.66085,30942.57199,31047.48404,31152.39763,31257.31489,31152.39763,31047.48404,30942.57199,30837.66086,30732.75022,30627.83999,30732.75022,30837.66085,30942.57199,31047.48404,31152.39763,31257.3149,31152.39763,31047.48404,30942.57199,30837.66085,30732.75022,30627.83999,30732.75022,30837.66085,30942.57199,31047.48404,31152.39763,31257.3149,31152.39763,31047.48404,30942.57199,30837.66086,30732.75022,30627.83999,30732.75022,30837.66085,30942.57199,31047.48404,31152.39763,31257.3149,31152.39763,31047.48404,30942.57199
34,34,38,4,26,108,9434.735418,9402.757298,9370.772084,9338.786682,9370.772084,9402.757298,9434.742223,9466.726629,9498.709982,9530.690767,9498.709982,9466.726626,9434.742223,9402.757298,9370.772084,9338.786682,9370.772084,9402.757298,9434.742223,9466.726626,9498.709982,9530.690766,9498.709982,9466.726626,9434.742223,9402.757298,9370.772084,9338.786682,9370.772084,9402.757298,9434.742223,9466.726626,9498.709982,9530.690767,9498.709982,9466.726629,9434.742223,9402.757298,9370.772084,9338.786682,9370.772084,9402.757298,9434.742223,9466.726626,9498.709982,9530.690765,9498.709982,9466.726626,9434.742223
35,35,39,27,85,109,37444.18512,37317.24318,37190.29489,37063.34671,37190.29489,37317.24319,37444.19166,37571.14036,37698.08935,37825.03895,37698.08935,37571.14036,37444.19166,37317.24318,37190.29489,37063.3467,37190.29489,37317.24318,37444.19166,37571.14036,37698.08936,37825.03895,37698.08936,37571.14036,37444.19166,37317.24318,37190.29489,37063.34671,37190.29489,37317.24319,37444.19166,37571.14036,37698.08936,37825.03895,37698.08935,37571.14036,37444.19166,37317.24319,37190.29489,37063.34671,37190.29489,37317.24318,37444.19166,37571.14036,37698.08936,37825.03895,37698.08936,37571.14036,37444.19166
36,36,40,3,27,111,27705.51063,27611.58768,27517.65665,27423.72568,27517.65665,27611.58768,27705.51872,27799.44974,27893.38063,27987.31109,27893.38063,27799.44974,27705.51872,27611.58768,27517.65664,27423.72568,27517.65665,27611.58768,27705.51872,27799.44974,27893.38063,27987.31109,27893.38063,27799.44974,27705.51872,27611.58768,27517.65665,27423.72568,27517.65665,27611.58768,27705.51872,27799.44974,27893.38063,27987.31109,27893.38063,27799.44974,27705.51872,27611.58768,27517.65665,27423.72568,27517.65665,27611.58768,27705.51872,27799.44974,27893.38063,27987.31109,27893.38063,27799.44974,27705.51872
37,37,41,28,34,112,48072.28465,47909.31383,47746.33573,47583.35777,47746.33573,47909.31383,48072.29205,48235.27038,48398.24882,48561.22734,48398.24883,48235.27038,48072.29205,47909.31383,47746.33573,47583.35777,47746.33573,47909.31383,48072.29205,48235.27038,48398.24883,48561.22734,48398.24883,48235.27038,48072.29205,47909.31383,47746.33573,47583.35777,47746.33573,47909.31383,48072.29205,48235.27038,48398.24883,48561.22734,48398.24882,48235.27038,48072.29205,47909.31383,47746.33573,47583.35777,47746.33573,47909.31383,48072.29205,48235.27038,48398.24883,48561.22734,48398.24883,48235.27038,48072.29205
38,38,42,29,28,113,50120.76803,49950.8532,49780.93105,49611.00908,49780.93105,49950.85318,50120.77541,50290.69774,50460.62018,50630.54268,50460.62018,50290.69774,50120.77541,49950.8532,49780.93105,49611.00908,49780.93105,49950.8532,50120.77541,50290.69774,50460.62018,50630.54268,50460.62018,50290.69774,50120.77541,49950.8532,49780.93105,49611.00908,49780.93106,49950.8532,50120.77541,50290.69774,50460.62018,50630.54268,50460.62018,50290.69774,50120.77541,49950.85318,49780.93105,49611.00908,49780.93106,49950.85318,50120.77541,50290.69774,50460.62018,50630.54268,50460.62018,50290.69774,50120.77541
39,39,43,30,29,114,52087.46829,51910.88671,51734.29778,51557.709,51734.29778,51910.88671,52087.47568,52264.06481,52440.65406,52617.24338,52440.65406,52264.06481,52087.47569,51910.88671,51734.29778,51557.709,51734.29778,51910.88671,52087.47568,52264.06481,52440.65406,52617.24338,52440.65406,52264.06481,52087.47568,51910.88671,51734.29778,51557.709,51734.29778,51910.88671,52087.47568,52264.06481,52440.65406,52617.24339,52440.65406,52264.06481,52087.47568,51910.88671,51734.29778,51557.709,51734.29778,51910.88671,52087.47568,52264.06481,52440.65406,52617.24339,52440.65406,52264.06481,52087.47568
40,40,44,30,31,115,48472.87785,48308.54917,48144.21332,47979.8775,48144.21332,48308.54917,48472.8852,48637.22129,48801.55742,48965.89354,48801.55742,48637.22129,48472.8852,48308.54917,48144.21332,47979.8775,48144.21332,48308.54917,48472.8852,48637.22129,48801.55742,48965.89354,48801.55742,48637.22129,48472.8852,48308.54917,48144.21332,47979.8775,48144.21332,48308.54917,48472.8852,48637.22129,48801.55742,48965.89354,48801.55742,48637.22129,48472.8852,48308.54917,48144.21332,47979.8775,48144.21332,48308.54917,48472.8852,48637.22129,48801.55742,48965.89354,48801.55742,48637.22129,48472.8852
41,41,45,31,32,116,77957.92831,77693.64186,77429.34379,77165.04595,77429.34379,77693.64186,77957.94012,78222.23852,78486.53716,78750.83593,78486.53718,78222.23852,77957.94012,77693.64186,77429.34379,77165.04595,77429.34379,77693.64186,77957.94012,78222.23852,78486.53716,78750.83593,78486.53716,78222.23852,77957.94012,77693.64186,77429.34379,77165.04595,77429.34379,77693.64186,77957.94012,78222.23852,78486.53716,78750.83594,78486.53716,78222.23852,77957.94012,77693.64186,77429.34379,77165.04595,77429.34379,77693.64186,77957.94012,78222.23852,78486.53716,78750.83593,78486.53718,78222.23852,77957.94012
42,42,46,32,27,117,30103.43382,30001.38373,29899.32649,29797.26932,29899.32649,30001.38373,30103.44103,30205.49837,30307.55585,30409.6134,30307.55584,30205.49838,30103.44103,30001.38373,29899.32649,29797.26932,29899.32649,30001.38373,30103.44103,30205.49838,30307.55585,30409.6134,30307.55585,30205.49838,30103.44103,30001.38373,29899.32649,29797.26932,29899.32649,30001.38373,30103.44103,30205.49838,30307.55585,30409.6134,30307.55585,30205.49838,30103.44103,30001.38373,29899.32649,29797.26932,29899.32649,30001.38372,30103.44103,30205.49838,30307.55585,30409.6134,30307.55585,30205.49838,30103.44103
43,43,47,32,33,118,44951.92798,44799.53396,44647.13235,44494.73089,44647.13235,44799.53396,44951.93572,45104.33756,45256.73952,45409.14154,45256.73951,45104.33756,44951.93572,44799.53396,44647.13235,44494.73089,44647.13235,44799.53396,44951.93572,45104.33756,45256.73952,45409.14154,45256.73952,45104.33756,44951.93572,44799.53396,44647.13235,44494.73089,44647.13235,44799.53396,44951.93572,45104.33756,45256.73952,45409.14154,45256.73951,45104.33756,44951.93572,44799.53396,44647.13235,44494.73089,44647.13235,44799.53396,44951.93572,45104.33756,45256.73951,45409.14154,45256.73952,45104.33756,44951.93572
