Source,Target,Diff1,Diff2,Diff3,Diff4,Diff5,Diff6,Diff7,Diff8,Diff9,Diff10,Diff11,Diff12,Diff13,Diff14,Diff15,Diff16,Diff17,Diff18,Diff19,Diff20,Diff21,Diff22,Diff23,Diff24,Diff25,Diff26,Diff27,Diff28,Diff29,Diff30,Diff31,Diff32,Diff33,Diff34,Diff35,Diff36,Diff37,Diff38,Diff39,Diff40,Diff41,Diff42,Diff43,Diff44,Diff45,Diff46,Diff47,Diff48,Diff49,Diff50,Diff51,Diff52,Diff53,Diff54,Diff55,Diff56,Diff57,Diff58,Diff59,Diff60,Diff61,Diff62,Diff63,Diff64,Diff65,Diff66,Diff67,Diff68,Diff69,Diff70,Diff71,Diff72,Diff73,Diff74,Diff75,Diff76,Diff77,Diff78,Diff79,Diff80,Diff81,Diff82,Diff83,Diff84,Diff85,Diff86,Diff87,Diff88,Diff89,Diff90,Diff91,Diff92,Diff93,Diff94,Diff95,Diff96,Diff97,Diff98,Diff99,Diff100,Diff101,Diff102,Diff103,Diff104,Diff105,Diff106,Diff107,Diff108,Diff109,Diff110,Diff111,Diff112,Diff113
32,27,0.23162,0.25162,0.26162,0.22162,0.20162,0.15162,0.14162,0.14162,0.14162,0.14162,0.14162,0.14162,-0.00838,0.14162,0.14162,0.13736,0.13736,0.13736,0.13722,0.13552,0.13622,0.13757,0.13867,0.14283,0.16476,0.1935,0.38949,0.27292,0.11763,0.04412,-0.04838,-0.27838,-0.27838,0.34162,0.09162,0.12162,0.13162,0.13162,0.13162,0.13162,0.13162,0.12162,0.11162,0.05162,-0.01838,-0.02838,-0.02838,-0.02838,0.12162,0.12162,0.13162,-0.00838,0.00162,-0.00838,-0.00838,-0.00838,-0.00838,-0.00838,0.01162,0.03162,0.00162,0.00162,0.00162,0.00162,-0.00838,-0.00838,-0.00838,-0.00838,-0.00838,-0.00838,-0.00838,-0.00838,-0.00858,-0.00845,0,-0.00541,-0.00293,-0.00433,-0.00495,-0.00484,-0.00483,-0.00483,-0.00483,-0.00483,0.28006,-0.00483,-0.00483,-0.00483,0.14848,-0.00483,-0.00838,-0.00838,-0.00483,0,-0.00483,-0.00482,-0.00482,-0.00482,-0.00481,-0.00482,-0.00479,-0.00476,-0.00469,-0.0048,-0.00477,0,0,0,0,0,0.11898,-0.00896,-0.00483
32,33,0.2109,0.1909,0.1809,0.2109,0.2309,0.2509,0.2509,0.2509,0.2509,0.2509,0.2509,0.2509,0.0009,0.2509,0.2509,0.2528,0.2528,0.2528,0.2528,0.2528,0.253,0.2532,0.2546,0.2565,0.2548,0.2523,0.0706,0.0474,0.0166,0.0021,-0.0191,-0.2091,-0.2091,0.0609,0.3309,0.2709,0.2609,0.2509,0.2509,0.2509,0.2509,0.2509,0.2409,0.1309,0.0209,0.0009,0.0109,0.0109,0.2509,0.2509,0.2509,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,-0.0005,-0.0005,0,-0.0002,-0.0001,-0.0002,-0.0002,-0.0002,-0.0003,-0.0002,-0.0002,-0.0002,0.1719,-0.0002,-0.0002,-0.0002,0.2561,-0.0002,0.0009,0.0009,-0.0002,0,-0.0002,-0.0002,-0.0002,-0.0002,-0.0002,-0.0002,-0.0002,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,0,0.2463,-0.0005,-0.0002
33,26,0.24844,0.23844,0.23844,0.25844,0.19844,0.08844,0.06844,0.06844,0.05844,0.06844,0.05844,0.05844,-0.00156,0.05844,0.05844,0.05578,0.05578,0.05574,0.05535,0.05089,0.05268,0.05623,0.05943,0.07531,0.18809,0.33574,0.1541,0.10829,0.04728,0.01844,-0.02156,-0.08156,-0.08156,0.13844,-0.21156,-0.02156,0.02844,0.03844,0.03844,0.03844,0.02844,0.02844,0.00844,-0.00156,-0.01156,-0.01156,-0.01156,-0.01156,0.01844,0.02844,0.03844,-0.00156,-0.00156,-0.00156,-0.00156,-0.00156,-0.00156,-0.00156,-0.00156,0.00844,-0.00156,-0.00156,-0.00156,-0.00156,-0.00156,-0.00156,-0.00156,-0.00156,-0.00156,-0.00156,-0.00156,-0.00156,-0.00372,-0.00366,0,-0.00226,-0.00123,-0.00181,-0.00207,-0.00202,-0.00215,-0.00202,-0.00202,-0.00202,0.25487,-0.00202,-0.00202,-0.00202,0.10433,-0.00202,-0.00156,-0.00156,-0.00202,0,-0.00202,-0.00202,-0.00202,-0.00202,-0.00201,-0.00202,-0.002,-0.00199,-0.00196,-0.00201,-0.002,0,0,0,0,0,0.01581,-0.00388,-0.00202
33,35,-0.04354,-0.04354,-0.05354,-0.04354,0.02646,0.16646,0.17646,0.18646,0.18646,0.18646,0.19646,0.19646,0.00646,0.19646,0.19646,0.19696,0.19697,0.19703,0.19744,0.20193,0.20027,0.19698,0.19514,0.18115,0.0667,-0.08341,-0.08356,-0.06093,-0.03068,-0.01635,-0.00354,-0.12354,-0.12354,-0.07354,0.53646,0.29646,0.22646,0.21646,0.21646,0.21646,0.21646,0.22646,0.23646,0.13646,0.03646,0.01646,0.02646,0.02646,0.22646,0.21646,0.21646,0.00646,-0.00354,0.00646,0.00646,0.00646,0.00646,0.00646,-0.00354,-0.01354,-0.00354,-0.00354,-0.00354,-0.00354,0.00646,0.00646,0.00646,0.00646,0.00646,0.00646,0.00646,0.00646,0.00322,0.00317,0,0.00201,0.00109,0.00161,0.00184,0.0018,0.00183,0.0018,0.0018,0.0018,-0.08302,0.0018,0.0018,0.0018,0.15169,0.0018,0.00646,0.00646,0.00179,0,0.00179,0.00179,0.00179,0.00179,0.00179,0.00179,0.00178,0.00177,0.00174,0.00178,0.00177,0,0,0,0,0,0.23045,0.00336,0.0018
34,27,0.2647,0.2647,0.2647,0.2647,0.2547,0.2347,0.2347,0.2347,0.2347,0.2347,0.2347,0.2347,0.0147,0.2347,0.2347,0.2335,0.2335,0.2335,0.2335,0.2328,0.2331,0.2338,0.2347,0.2371,0.2461,0.258,0.2847,-0.5271,-0.2345,-0.0961,0.0747,0.2347,0.2347,-0.6653,0.2347,0.2347,0.2347,0.2347,0.2347,0.2247,0.2247,0.2247,0.2147,0.1547,0.0947,0.0647,0.0847,0.0847,0.2247,0.2247,0.2247,0.0247,0.0047,0.0247,0.0247,0.0247,0.0247,0.0247,-0.0153,-0.0553,0.0047,0.0047,0.0047,0.0047,0.0247,0.0247,0.0247,0.0247,0.0247,0.0247,0.0247,0.0147,0.019,0.0187,0,0.0118,0.0064,0.0095,0.0108,0.0106,0.0108,0.0105,0.0105,0.0105,0.2696,0.0105,0.0105,0.0105,0.2394,0.0105,0.0147,0.0147,0.0105,0,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0104,0.0103,0.0105,0.0104,0,0,0,0,0,0.2236,0.0198,0.0105
35,36,-0.04155,-0.05155,-0.05155,-0.04155,0.02845,0.16845,0.17845,0.17845,0.18845,0.18845,0.19845,0.19845,-0.00155,0.19845,0.19845,0.19695,0.19696,0.19702,0.19743,0.20192,0.20026,0.19697,0.19513,0.18114,0.0667,-0.08342,-0.08357,-0.06094,-0.03068,-0.01636,-0.00155,-0.12155,-0.12155,-0.07155,-0.49155,0.28845,0.22845,0.21845,0.20845,0.21845,0.21845,0.22845,0.23845,0.13845,0.03845,0.00845,0.01845,0.01845,0.22845,0.21845,0.21845,-0.00155,-0.00155,-0.00155,-0.00155,-0.00155,-0.00155,-0.00155,-0.00155,-0.01155,-0.00155,-0.00155,-0.00155,-0.00155,-0.00155,-0.00155,-0.00155,-0.00155,-0.00155,-0.00155,-0.00155,-0.00155,0.00321,0.00316,-1.00E-05,0.002,0.00108,0.0016,0.00183,0.00179,0.00182,0.00178,0.00178,0.00178,-0.08303,0.00178,0.00178,0.00178,0.15169,0.00178,-0.00155,-0.00155,0.00178,-1.00E-05,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00177,0.00176,0.00173,0.00177,0.00176,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0.23044,0.00335,0.00178
36,24,0.09341,0.08341,0.08341,0.09341,0.12341,0.19341,0.16341,0.16341,0.13341,0.13341,0.11341,0.11341,0.00341,0.11341,0.11341,0.10885,0.10883,0.10872,0.10719,0.09109,0.09893,0.11623,0.14999,0.28401,0.19643,0.08043,0.06325,0.04543,0.0214,0.01009,-0.00659,0.03341,0.03341,0.05341,-0.12659,-0.24659,0.00341,0.03341,0.04341,0.02341,0.01341,-0.01659,-0.09659,-0.05659,-0.01659,-0.00659,-0.00659,-0.00659,-0.03659,0.00341,0.02341,-0.00659,0.00341,-0.00659,-0.00659,-0.00659,-0.00659,-0.00659,0.00341,0.00341,0.00341,0.00341,0.00341,0.00341,-0.00659,-0.00659,-0.00659,-0.00659,-0.00659,-0.00659,-0.00659,-0.00659,-0.00221,-0.00218,2.00E-05,-0.00121,-0.00065,-0.00097,-0.00111,-0.00109,-0.00135,-0.00108,-0.00108,-0.00108,0.07089,-0.00108,-0.00108,-0.00108,0.26161,-0.00108,0.00341,0.00341,-0.00108,2.00E-05,-0.00108,-0.00108,-0.00108,-0.00108,-0.00108,-0.00108,-0.00108,-0.00107,-0.00105,-0.00108,-0.00107,2.00E-05,2.00E-05,2.00E-05,2.00E-05,2.00E-05,-0.05267,-0.0023,-0.00108
36,37,0.01348,0.00348,0.00348,0.01348,0.04348,0.10348,0.13348,0.13348,0.15348,0.15348,0.16348,0.16348,0.00348,0.16348,0.16348,0.16825,0.16827,0.16838,0.16921,0.17863,0.17587,0.16788,0.15884,0.05611,0.03029,-0.00739,-0.00566,-0.00493,-0.0029,-0.0018,0.00348,-0.01652,-0.01652,-0.00652,-0.12652,-0.19652,0.30348,0.20348,0.20348,0.19348,0.19348,0.20348,0.03348,0.02348,0.00348,0.00348,0.00348,0.00348,0.11348,0.17348,0.18348,0.00348,0.00348,0.00348,0.00348,0.00348,0.00348,0.00348,0.00348,0.00348,0.00348,0.00348,0.00348,0.00348,0.00348,0.00348,0.00348,0.00348,0.00348,0.00348,0.00348,0.00348,3.00E-05,2.00E-05,1.00E-05,0.00023,0.00013,0.00019,0.00021,0.00021,-0.00012,0.00021,0.00021,0.00021,-0.00509,0.00021,0.00021,0.00021,0.04961,0.00021,0.00348,0.00348,0.00021,1.00E-05,0.00021,0.00021,0.00021,0.00021,0.00021,0.00021,0.00021,0.00021,0.0002,0.00021,0.00021,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.12014,5.00E-05,0.00021
37,23,0.08552,0.07552,0.08552,0.08552,0.11552,0.17552,0.15552,0.20552,0.14552,0.13552,0.10552,0.10552,-0.00448,0.08552,0.09552,0.09078,0.09075,0.09054,0.08689,0.05084,0.07253,0.13068,0.29754,0.16652,0.12762,0.07993,0.066,0.04854,0.02335,0.01135,-0.00448,0.04552,0.04552,0.05552,-0.02448,-0.07448,-0.29448,-0.10448,-0.06448,-0.09448,-0.12448,-0.19448,-0.11448,-0.07448,-0.02448,-0.00448,-0.01448,-0.01448,-0.11448,-0.11448,-0.09448,-0.00448,-0.00448,-0.00448,-0.00448,-0.00448,-0.00448,-0.00448,0.00552,0.00552,-0.00448,-0.00448,-0.00448,-0.00448,-0.00448,-0.00448,-0.00448,-0.00448,-0.00448,-0.00448,-0.00448,-0.00448,-0.00225,-0.00222,3.00E-05,-0.00135,-0.00072,-0.00108,-0.00124,-0.00121,-0.00129,-0.00121,-0.00121,-0.00121,0.06822,-0.00121,-0.00121,-0.00121,0.15654,-0.00121,-0.00448,-0.00448,-0.00121,3.00E-05,-0.00121,-0.00121,-0.00121,-0.00121,-0.0012,-0.00121,-0.0012,-0.0012,-0.00117,-0.0012,-0.0012,3.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05,-0.15499,-0.00235,-0.00121
37,38,-0.00149,-0.02149,-0.00149,-0.00149,0.01851,0.03851,0.06851,0.03851,0.09851,0.09851,0.13851,0.13851,-0.00149,0.14851,0.14851,0.14973,0.14977,0.15004,0.15314,0.1843,0.1733,0.12424,-0.001,0.00044,-0.00211,-0.00575,-0.00423,-0.00246,-0.00131,-0.00071,-0.00149,-0.01149,-0.01149,-0.00149,-0.04149,-0.06149,-0.18149,0.32851,0.26851,0.20851,0.17851,-0.01149,0.00851,0.00851,-0.00149,-0.00149,-0.00149,-0.00149,0.09851,0.16851,0.19851,-0.00149,-0.00149,-0.00149,-0.00149,-0.00149,-0.00149,-0.00149,-0.00149,-0.00149,-0.00149,-0.00149,-0.00149,-0.00149,-0.00149,-0.00149,-0.00149,-0.00149,-0.00149,-0.00149,-0.00149,-0.00149,-0.00032,-0.00032,6.00E-05,0.00018,0.00011,0.00014,0.00016,0.00015,-0.00038,0.00015,0.00015,0.00015,-0.01044,0.00015,0.00015,0.00015,-6.00E-05,0.00015,-0.00149,-0.00149,0.00015,6.00E-05,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,6.00E-05,6.00E-05,6.00E-05,6.00E-05,6.00E-05,0.00524,-0.00031,0.00015
38,21,0.04406,0.03406,0.04406,0.04406,0.06406,0.10406,0.13406,0.11406,0.16406,0.16406,0.19406,0.18406,0.00406,0.18406,0.18406,0.1869,0.18693,0.18725,0.18619,0.17445,0.24729,0.20984,0.07563,0.06155,0.05054,0.03992,0.0332,0.02493,0.01211,0.00593,-0.00594,0.02406,0.02406,0.03406,0.00406,-0.02594,-0.06594,-0.23594,-0.08594,-0.10594,-0.13594,-0.09594,-0.06594,-0.03594,-0.01594,-0.00594,-0.00594,-0.00594,-0.09594,-0.11594,-0.11594,-0.00594,0.00406,-0.00594,-0.00594,-0.00594,-0.00594,-0.00594,0.00406,0.00406,0.00406,0.00406,0.00406,0.00406,-0.00594,-0.00594,-0.00594,-0.00594,-0.00594,-0.00594,-0.00594,-0.00594,-0.0011,-0.00108,3.00E-05,-0.00069,-0.00037,-0.00055,-0.00063,-0.00062,-0.00059,-0.00062,-0.00062,-0.00062,0.0329,-0.00062,-0.00062,-0.00062,0.05862,-0.00062,0.00406,0.00406,-0.00062,3.00E-05,-0.00062,-0.00062,-0.00062,-0.00062,-0.00062,-0.00062,-0.00062,-0.00061,-0.0006,-0.00062,-0.00061,3.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05,-0.07771,-0.00115,-0.00062
38,39,-0.02758,-0.05758,-0.00758,-0.01758,0.01242,0.01242,0.03242,0.02242,0.04242,0.04242,0.06242,0.06242,0.00242,0.08242,0.07242,0.08132,0.08134,0.08142,0.08615,0.13275,0.06673,0.03153,0.00296,0.00199,-0.00695,-0.00184,-0.01042,-0.00184,-0.00033,3.00E-05,0.00242,-0.00758,-0.00758,-0.00758,-0.02758,-0.05758,-0.05758,-0.29758,0.44242,0.19242,0.02242,-0.04758,0.00242,0.00242,-0.00758,0.00242,0.00242,0.00242,0.03242,0.06242,0.17242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,-0.00056,-0.00056,0.00025,0.00038,0.00028,0.0003,0.00032,0.0003,-0.00055,0.00029,0.00029,0.00029,-0.03172,0.00029,0.00029,0.00029,-0.00034,0.00029,0.00242,0.00242,0.00029,0.00025,0.00029,0.00029,0.00029,0.00029,0.00029,0.00029,0.00029,0.00029,0.00029,0.0003,0.0003,0.00025,0.00025,0.00025,0.00025,0.00025,-0.00696,-0.00056,0.00029
39,20,0.06039,0.08039,0.05039,0.06039,0.07039,0.09039,0.13039,0.10039,0.15039,0.15039,0.19039,0.19039,0.00039,0.22039,0.21039,0.2156,0.21563,0.21576,0.22264,0.29351,0.18819,0.14233,0.07327,0.06202,0.05625,0.0433,0.04082,0.02698,0.01278,0.00618,0.00039,0.03039,0.03039,0.03039,0.02039,0.01039,-0.03961,-0.08961,-0.29961,-0.21961,-0.14961,-0.06961,-0.06961,-0.03961,0.00039,0.00039,-0.00961,-0.00961,-0.11961,-0.15961,-0.20961,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,-0.001,-0.00098,-7.00E-05,-0.00088,-0.00049,-0.00069,-0.00079,-0.00077,-0.00048,-0.00076,-0.00076,-0.00076,0.05436,-0.00076,-0.00076,-0.00076,0.0604,-0.00076,0.00039,0.00039,-0.00076,-7.00E-05,-0.00076,-0.00076,-0.00076,-0.00076,-0.00076,-0.00076,-0.00076,-0.00075,-0.00074,-0.00076,-0.00076,-7.00E-05,-7.00E-05,-7.00E-05,-7.00E-05,-8.00E-05,-0.07326,-0.00105,-0.00076
40,39,0.08796,0.11796,0.05796,0.06796,0.05796,0.07796,0.09796,0.08796,0.10796,0.10796,0.12796,0.12796,-0.00204,0.13796,0.12796,0.1343,0.13431,0.13436,0.13657,0.16077,0.11939,0.11084,0.07038,0.06004,0.06274,0.04514,0.0506,0.02877,0.0131,0.00615,-0.00204,0.02796,0.02796,0.03796,0.04796,0.06796,0.01796,0.21796,0.28796,-0.41204,-0.17204,-0.02204,-0.06204,-0.04204,-0.00204,-0.00204,-0.01204,-0.01204,-0.15204,-0.22204,-0.37204,-0.00204,-0.00204,-0.00204,-0.00204,-0.00204,-0.00204,-0.00204,-0.00204,0.00796,-0.00204,-0.00204,-0.00204,-0.00204,-0.00204,-0.00204,-0.00204,-0.00204,-0.00204,-0.00204,-0.00204,-0.00204,-0.00045,-0.00043,-0.00033,-0.00128,-0.00079,-0.00101,-0.00112,-0.00108,5.00E-05,-0.00107,-0.00107,-0.00107,0.08279,-0.00107,-0.00107,-0.00106,0.06065,-0.00106,-0.00204,-0.00204,-0.00106,-0.00033,-0.00106,-0.00106,-0.00106,-0.00106,-0.00107,-0.00107,-0.00107,-0.00106,-0.00105,-0.00107,-0.00107,-0.00033,-0.00034,-0.00034,-0.00033,-0.00034,-0.07098,-0.0005,-0.00107
41,40,-0.04053,-0.02053,-0.01053,-0.02053,0.01947,0.02947,0.03947,0.03947,0.04947,0.04947,0.05947,0.05947,-0.00053,0.06947,0.05947,0.06525,0.06525,0.06525,0.06551,0.0795,0.0528,0.0505,0.02684,0.01815,-0.00406,0.02397,-0.01448,0.00209,0.00257,0.00187,-0.00053,-0.00053,-0.00053,-0.00053,-0.04053,-0.05053,-0.01053,0.12947,0.15947,0.34947,-0.15053,-0.02053,-0.02053,-0.01053,0.04947,-0.00053,0.00947,0.00947,-0.01053,-0.00053,0.28947,-0.00053,-0.00053,-0.00053,-0.00053,-0.00053,-0.00053,-0.00053,-0.00053,-0.00053,-0.00053,-0.00053,-0.00053,-0.00053,-0.00053,-0.00053,-0.00053,-0.00053,-0.00053,-0.00053,-0.00053,-0.00053,-0.00143,-0.00142,0.00072,0.00091,0.0007,0.00069,0.00073,0.00067,-0.00124,0.00065,0.00064,0.00064,-0.04386,0.00064,0.00065,0.00064,0.01175,0.00064,-0.00053,-0.00053,0.00064,0.00072,0.00064,0.00064,0.00064,0.00064,0.00065,0.00065,0.00065,0.00066,0.00066,0.00067,0.00066,0.00072,0.00072,0.00072,0.00072,0.00074,-0.00548,-0.00145,0.00065
41,38,0.01595,0.00595,0.03595,0.02595,0.05595,0.07595,0.09595,0.08595,0.10595,0.10595,0.11595,0.11595,-0.00405,0.11595,0.11595,0.11866,0.11867,0.11881,0.1193,0.12304,0.14143,0.11911,0.07966,0.06314,0.04561,0.04381,0.02685,0.02555,0.0131,0.00668,-0.00405,0.02595,0.02595,0.02595,0.00595,-0.02405,0.05595,0.16595,0.09595,-0.12405,-0.29405,-0.13405,-0.07405,-0.04405,-0.01405,-0.00405,-0.00405,-0.00405,-0.15405,-0.22405,-0.13405,-0.00405,-0.00405,-0.00405,-0.00405,-0.00405,-0.00405,-0.00405,0.00595,0.00595,-0.00405,-0.00405,-0.00405,-0.00405,-0.00405,-0.00405,-0.00405,-0.00405,-0.00405,-0.00405,-0.00405,-0.00405,-0.00136,-0.00134,0.00022,-0.00048,-0.00019,-0.00039,-0.00047,-0.00047,-0.00078,-0.00047,-0.00047,-0.00047,0.01066,-0.00047,-0.00047,-0.00047,0.05835,-0.00047,-0.00405,-0.00405,-0.00047,0.00022,-0.00047,-0.00047,-0.00047,-0.00047,-0.00047,-0.00047,-0.00046,-0.00046,-0.00045,-0.00046,-0.00046,0.00022,0.00022,0.00022,0.00022,0.00023,-0.08862,-0.00142,-0.00047
42,41,0.05714,0.06714,0.02714,0.04714,0.03714,0.05714,0.07714,0.06714,0.09714,0.09714,0.11714,0.11714,-0.00286,0.12714,0.11714,0.1234,0.12342,0.12354,0.12534,0.14468,0.12834,0.10685,0.04797,0.04125,0.04277,0.02573,0.03366,0.01949,0.00868,0.00411,-0.00286,0.01714,0.01714,0.02714,0.01714,0.02714,-0.02286,0.19714,0.21714,0.29714,0.36714,-0.25286,-0.04286,-0.02286,-0.01286,-0.00286,-0.00286,-0.00286,0.14714,0.30714,0.28714,-0.00286,-0.00286,-0.00286,-0.00286,-0.00286,-0.00286,-0.00286,-0.00286,0.00714,-0.00286,-0.00286,-0.00286,-0.00286,-0.00286,-0.00286,-0.00286,-0.00286,-0.00286,-0.00286,-0.00286,-0.00286,-0.00152,-0.00151,-8.00E-05,-0.00062,-0.00036,-0.0005,-0.00056,-0.00054,-0.00119,-0.00054,-0.00054,-0.00054,0.04877,-0.00054,-0.00054,-0.00054,0.04199,-0.00054,-0.00286,-0.00286,-0.00054,-8.00E-05,-0.00054,-0.00054,-0.00054,-0.00054,-0.00054,-0.00054,-0.00054,-0.00054,-0.00053,-0.00054,-0.00054,-8.00E-05,-8.00E-05,-8.00E-05,-8.00E-05,-8.00E-05,-0.1553,-0.00156,-0.00054
42,37,0.07257,0.04257,0.07257,0.07257,0.09257,0.10257,0.09257,0.11257,0.09257,0.09257,0.07257,0.08257,0.00257,0.07257,0.07257,0.07225,0.07223,0.07219,0.07079,0.0565,0.06992,0.08742,0.13768,0.11083,0.09518,0.08158,0.0674,0.051,0.02492,0.01243,0.00257,0.06257,0.06257,0.06257,0.07257,0.06257,0.25257,0.01257,0.00257,-0.07743,-0.13743,-0.40743,-0.13743,-0.08743,-0.02743,-0.00743,-0.01743,-0.01743,-0.12743,-0.11743,-0.08743,-0.00743,0.00257,-0.00743,-0.00743,-0.00743,-0.00743,0.00257,0.00257,0.01257,0.00257,0.00257,0.00257,0.00257,-0.00743,-0.00743,-0.00743,-0.00743,-0.00743,-0.00743,-0.00743,-0.00743,-0.00258,-0.00254,7.00E-05,-0.00141,-0.00074,-0.00113,-0.0013,-0.00127,-0.00152,-0.00127,-0.00127,-0.00127,0.06271,-0.00127,-0.00127,-0.00127,0.10685,-0.00127,0.00257,0.00257,-0.00127,7.00E-05,-0.00127,-0.00127,-0.00127,-0.00127,-0.00127,-0.00127,-0.00126,-0.00126,-0.00123,-0.00126,-0.00126,7.00E-05,8.00E-05,8.00E-05,7.00E-05,8.00E-05,-0.26992,-0.00269,-0.00127
111,42,0.1237,0.1237,0.1037,0.1237,0.1337,0.1637,0.1737,0.1837,0.1837,0.1837,0.1937,0.1937,-0.0063,0.1937,0.1937,0.19558,0.19558,0.19565,0.19608,0.20112,0.19822,0.19419,0.1856,0.15206,0.13809,0.1073,0.10126,0.0705,0.0336,0.01655,-0.0063,0.0837,0.0837,0.0937,0.0937,0.0837,0.2237,0.2137,0.2137,0.2137,0.2337,0.3637,-0.1863,-0.1063,-0.0363,-0.0163,-0.0163,-0.0163,0.0237,0.1837,0.2037,-0.0063,0.0037,-0.0063,-0.0063,-0.0063,-0.0063,-0.0063,0.0037,0.0137,0.0037,0.0037,0.0037,0.0037,-0.0063,-0.0063,-0.0063,-0.0063,-0.0063,-0.0063,-0.0063,-0.0063,-0.00411,-0.00407,-1.00E-05,-0.00204,-0.00111,-0.00163,-0.00186,-0.00182,-0.00272,-0.00181,-0.00181,-0.00181,0.11261,-0.00181,-0.00181,-0.00181,0.14886,-0.00181,-0.0063,-0.0063,-0.00181,-1.00E-05,-0.00181,-0.00181,-0.00181,-0.00181,-0.00181,-0.00181,-0.0018,-0.0018,-0.00177,-0.00181,-0.0018,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-0.42517,-0.00426,-0.00181
43,36,0.14443,0.13443,0.14443,0.15443,0.14443,0.12443,0.11443,0.11443,0.09443,0.09443,0.08443,0.08443,-0.00557,0.08443,0.08443,0.08014,0.08013,0.08007,0.07897,0.06779,0.07454,0.08714,0.1137,0.15898,0.16001,0.15645,0.14114,0.10144,0.04918,0.02464,-0.00557,0.13443,0.13443,0.12443,0.24443,0.29443,0.08443,0.02443,0.03443,0.00443,-0.01557,-0.03557,-0.29557,-0.17557,-0.05557,-0.01557,-0.03557,-0.03557,-0.15557,-0.03557,-0.00557,-0.00557,0.00443,-0.00557,-0.00557,-0.00557,-0.00557,-0.00557,0.00443,0.01443,0.00443,0.00443,0.00443,0.00443,-0.00557,-0.00557,-0.00557,-0.00557,-0.00557,-0.00557,-0.00557,-0.00557,-0.0054,-0.00532,2.00E-05,-0.00298,-0.00161,-0.00239,-0.00273,-0.00267,-0.00331,-0.00267,-0.00267,-0.00267,0.14876,-0.00267,-0.00267,-0.00267,0.15953,-0.00267,-0.00557,-0.00557,-0.00267,3.00E-05,-0.00267,-0.00266,-0.00267,-0.00267,-0.00266,-0.00266,-0.00265,-0.00264,-0.00259,-0.00265,-0.00264,2.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05,-0.16302,-0.00561,-0.00267
44,43,0.3309,0.3209,0.3209,0.3309,0.3509,0.3909,0.4009,0.4009,0.4009,0.4009,0.4009,0.4009,-0.0091,0.4009,0.4009,0.4051,0.4051,0.4052,0.4054,0.4079,0.4067,0.4045,0.4013,0.3929,0.3641,0.327,0.2868,0.2068,0.1003,0.0499,-0.0091,0.2509,0.2509,0.2609,0.3709,0.4109,0.4109,0.4209,0.4109,0.4209,0.4209,0.4309,0.4609,-0.3391,-0.0891,-0.0391,-0.0591,-0.0591,0.4409,0.4209,0.4209,-0.0091,0.0009,-0.0091,-0.0091,-0.0091,-0.0091,-0.0091,0.0109,0.0309,0.0009,0.0009,0.0009,0.0009,-0.0091,-0.0091,-0.0091,-0.0091,-0.0091,-0.0091,-0.0091,-0.0091,-0.0098,-0.0096,0,-0.0061,-0.0033,-0.0049,-0.0056,-0.0055,-0.0056,-0.0055,-0.0055,-0.0055,0.3095,-0.0055,-0.0055,-0.0055,0.3855,-0.0055,-0.0091,-0.0091,-0.0055,0,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0054,-0.0053,-0.0055,-0.0054,0,0,0,0,0,0.4409,-0.0102,-0.0055
