Source,Target,Diff1,Diff2,Diff3,Diff4,Diff5,Diff6,Diff7,Diff8,Diff9,Diff10,Diff11,Diff12,Diff13,Diff14,Diff15,Diff16,Diff17,Diff18,Diff19,Diff20,Diff21,Diff22,Diff23,Diff24,Diff25,Diff26,Diff27,Diff28,Diff29,Diff30,Diff31,Diff32,Diff33,Diff34,Diff35,Diff36,Diff37,Diff38,Diff39,Diff40,Diff41,Diff42,Diff43,Diff44,Diff45,Diff46,Diff47,Diff48,Diff49,Diff50,Diff51,Diff52,Diff53,Diff54,Diff55,Diff56,Diff57,Diff58,Diff59,Diff60,Diff61,Diff62,Diff63,Diff64,Diff65,Diff66,Diff67,Diff68,Diff69,Diff70,Diff71,Diff72,Diff73,Diff74,Diff75,Diff76,Diff77,Diff78,Diff79,Diff80,Diff81,Diff82,Diff83,Diff84,Diff85,Diff86,Diff87,Diff88,Diff89,Diff90,Diff91,Diff92,Diff93,Diff94,Diff95,Diff96,Diff97,Diff98,Diff99,Diff100,Diff101,Diff102,Diff103,Diff104,Diff105,Diff106,Diff107,Diff108,Diff109,Diff110,Diff111,Diff112,Diff113
15,18,0.00804,0.00804,-0.01196,0.00804,0.05804,-0.01196,-0.02196,-0.01196,-0.02196,-0.03196,-0.02196,-0.07196,-0.00196,0.03804,-0.20196,0.54148,0.54154,0.5429,0.09668,0.01513,0.01167,0.00127,0.00449,0.00324,0.00163,-0.00671,0.00041,-7.00E-05,-2.00E-05,0.00018,-0.00196,-0.00196,-0.00196,-0.00196,-0.00196,-0.00196,0.00804,0.04804,-0.01196,0.01804,0.00804,0.00804,0.00804,-0.00196,-0.00196,-0.00196,-0.00196,-0.00196,0.00804,0.00804,0.01804,-0.00196,-0.00196,-0.00196,-0.00196,-0.00196,-0.00196,-0.00196,-0.00196,-0.00196,-0.00196,-0.00196,-0.00196,-0.00196,-0.00196,-0.00196,-0.00196,-0.00196,-0.00196,-0.00196,-0.00196,-0.00196,-0.00292,-0.00292,0.00019,0.00028,0.00024,0.00025,0.00025,0.00024,-0.00296,0.00023,0.00023,0.00023,0.00033,0.00023,0.00023,0.00023,0.00215,0.00023,-0.00196,-0.00196,0.00023,0.00019,0.00023,0.00023,0.00023,0.00023,0.00023,0.00023,0.00024,0.00024,0.00024,0.00024,0.00024,0.00019,0.0002,0.0002,0.00019,0.0002,0.00546,-0.00291,0.00023
19,18,-0.01253,-0.01253,0.00747,-0.01253,-0.06253,0.00747,0.01747,0.00747,0.01747,0.02747,0.01747,0.07747,-0.00253,-0.03253,0.19747,0.48582,0.48575,0.4844,-0.08705,-0.06404,-0.01097,-0.0021,-0.00625,-0.00501,-0.00294,0.00422,-0.00128,-0.0005,-0.00032,-0.00042,-0.00253,-0.00253,-0.00253,-0.00253,-0.00253,-0.00253,-0.00253,-0.05253,-0.10253,-0.01253,-0.01253,-0.00253,-0.00253,-0.00253,-0.00253,-0.00253,-0.00253,-0.00253,-0.00253,-0.01253,-0.01253,-0.00253,-0.00253,-0.00253,-0.00253,-0.00253,-0.00253,-0.00253,-0.00253,-0.00253,-0.00253,-0.00253,-0.00253,-0.00253,-0.00253,-0.00253,-0.00253,-0.00253,-0.00253,-0.00253,-0.00253,-0.00253,0.00043,0.00043,-0.00028,-0.00037,-0.00032,-0.00033,-0.00034,-0.00032,0.00047,-0.00031,-0.00031,-0.00031,-0.0013,-0.00031,-0.00031,-0.0003,-0.00363,-0.00031,-0.00253,-0.00253,-0.0003,-0.00028,-0.0003,-0.00031,-0.00031,-0.00031,-0.00031,-0.00031,-0.00031,-0.00032,-0.00032,-0.00032,-0.00032,-0.00028,-0.00028,-0.00028,-0.00028,-0.00028,-0.00491,0.00042,-0.00031
14,19,-0.019217,-0.019217,-0.019217,-0.019217,-0.129217,-0.039217,-0.059217,-0.039217,-0.069217,-0.079217,-0.169217,-0.139217,0.000783,-0.409217,-0.139217,0.127079,0.126963,0.125902,0.558984,0.13074,0.036913,-0.009294,-0.016552,-0.019968,-0.018411,-0.016788,-0.014369,-0.009939,-0.00481,-0.002438,0.000783,-0.009217,-0.009217,-0.009217,0.000783,0.000783,0.020783,0.000783,0.450783,0.070783,0.050783,0.030783,0.020783,0.010783,0.000783,0.000783,0.000783,0.000783,0.040783,0.050783,0.060783,0.000783,0.000783,0.000783,0.000783,0.000783,0.000783,0.000783,0.000783,0.000783,0.000783,0.000783,0.000783,0.000783,0.000783,0.000783,0.000783,0.000783,0.000783,0.000783,0.000783,0.000783,-0.002142,-0.002148,-9.20E-05,0.000162,4.50E-05,0.000116,0.000148,0.000148,-0.002317,0.00015,0.000151,0.000151,-0.017031,0.00015,0.00015,0.000151,-0.019536,0.000151,0.000783,0.000783,0.000151,-9.20E-05,0.000151,0.00015,0.00015,0.00015,0.000148,0.000149,0.000147,0.000144,0.000138,0.000146,0.000144,-9.20E-05,-9.30E-05,-9.20E-05,-9.20E-05,-9.40E-05,0.026573,-0.002124,0.000149
20,19,0.0329,0.0329,0.0229,0.0329,0.0629,0.0529,0.0829,0.0529,0.0829,0.1029,0.1829,0.2129,0.0029,0.3729,0.3329,0.35688,0.3569,0.35646,0.41522,-0.1628,-0.04887,0.00968,0.02259,0.02791,0.02483,0.01722,0.01897,0.01292,0.0062,0.00315,0.0029,0.0129,0.0129,0.0129,0.0029,0.0029,-0.0271,-0.0571,0.0229,-0.0771,-0.0571,-0.0371,-0.0271,-0.0171,0.0029,-0.0071,-0.0071,-0.0071,-0.0471,-0.0571,-0.0671,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,-0.00122,-0.00121,0.00013,-0.00018,-4.00E-05,-0.00013,-0.00017,-0.00017,-0.001,-0.00017,-0.00017,-0.00017,0.02252,-0.00017,-0.00017,-0.00017,0.02658,-0.00017,0.0029,0.0029,-0.00017,0.00013,-0.00017,-0.00017,-0.00017,-0.00017,-0.00017,-0.00017,-0.00017,-0.00017,-0.00016,-0.00017,-0.00017,0.00013,0.00013,0.00013,0.00013,0.00014,-0.0323,-0.00124,-0.00017
21,20,-0.029503,-0.049503,-0.029503,-0.019503,0.000497,-0.049503,-0.049503,-0.059503,-0.069503,-0.049503,-0.009503,0.020497,0.000497,0.160497,0.120497,0.141886,0.141887,0.141291,0.193053,0.572011,-0.23746,-0.149983,-0.051151,-0.034489,-0.031529,-0.026097,-0.021864,-0.014112,-0.006601,-0.003051,0.000497,-0.019503,-0.019503,-0.019503,-0.009503,-0.019503,0.010497,0.040497,0.320497,0.140497,0.090497,0.040497,0.040497,0.020497,0.000497,0.000497,0.000497,0.000497,0.070497,0.100497,0.140497,0.000497,0.000497,0.000497,0.000497,0.000497,0.000497,0.000497,0.000497,0.000497,0.000497,0.000497,0.000497,0.000497,0.000497,0.000497,0.000497,0.000497,0.000497,0.000497,0.000497,0.000497,-0.000234,-0.000245,0.0002,0.000685,0.000447,0.000559,0.000614,0.000591,-0.000528,0.000582,0.000581,0.000581,-0.031546,0.000581,0.000582,0.00058,-0.034052,0.000581,0.000497,0.000497,0.00058,0.0002,0.00058,0.000581,0.000581,0.000581,0.000583,0.000584,0.000584,0.000583,0.00058,0.000587,0.000585,0.0002,0.000201,0.000201,0.0002,0.000205,0.040151,-0.000204,0.000585
11,21,-0.01895,-0.01895,-0.02895,-0.01895,-0.01895,-0.05895,-0.10895,-0.05895,-0.11895,-0.13895,-0.34895,-0.26895,0.00105,-0.20895,-0.22895,-0.22473,-0.22494,-0.22724,-0.18686,0.07645,0.15812,0.06124,-0.00654,-0.019,-0.01851,-0.01957,-0.01585,-0.01146,-0.00547,-0.00256,0.00105,-0.00895,-0.00895,-0.01895,0.00105,0.01105,0.03105,0.07105,0.13105,0.06105,0.06105,0.04105,0.03105,0.02105,0.00105,0.00105,0.00105,0.00105,0.04105,0.06105,0.06105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00024,0.00023,0.00011,0.00048,0.00031,0.00039,0.00044,0.00042,0,0.00042,0.00042,0.00042,-0.01755,0.00042,0.00042,0.00042,-0.01914,0.00042,0.00105,0.00105,0.00041,0.00011,0.00042,0.00042,0.00042,0.00042,0.00042,0.00042,0.00042,0.00042,0.00041,0.00042,0.00042,0.00011,0.00011,0.00011,0.00011,0.00011,0.03564,0.00027,0.00042
22,21,-0.04867,-0.05867,-0.04867,-0.04867,-0.04867,-0.08867,-0.07867,-0.10867,-0.11867,-0.06867,0.14133,0.11133,0.00133,0.18133,0.16133,0.17818,0.17836,0.17983,0.19268,0.32128,0.38619,-0.36911,-0.1185,-0.07615,-0.06317,-0.0465,-0.03907,-0.02744,-0.01316,-0.00637,0.00133,-0.02867,-0.02867,-0.03867,-0.00867,0.00133,0.05133,0.20133,0.27133,0.19133,0.16133,0.09133,0.07133,0.04133,0.01133,0.00133,0.01133,0.01133,0.12133,0.16133,0.18133,0.00133,0.00133,0.00133,0.00133,0.00133,0.00133,0.00133,0.00133,-0.00867,0.00133,0.00133,0.00133,0.00133,0.00133,0.00133,0.00133,0.00133,0.00133,0.00133,0.00133,0.00133,0.00056,0.00054,9.00E-05,0.00092,0.00053,0.00074,0.00083,0.00081,1.00E-05,0.0008,0.0008,0.0008,-0.04706,0.0008,0.0008,0.0008,-0.07291,0.0008,0.00133,0.00133,0.0008,9.00E-05,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.00079,0.0008,0.0008,9.00E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,0.08259,0.00062,0.0008
22,9,0.034605,0.034605,0.034605,0.034605,0.054605,0.104605,0.194605,0.124605,0.334605,0.264605,0.094605,0.114605,-0.005395,0.054605,0.064605,0.053418,0.053262,0.052079,0.040898,-0.084554,-0.122692,-0.284321,-0.046073,0.013065,0.018091,0.026158,0.023505,0.016912,0.008086,0.003867,-0.005395,0.014605,0.014605,0.024605,-0.005395,-0.015395,-0.055395,-0.085395,-0.115395,-0.075395,-0.065395,-0.055395,-0.045395,-0.025395,-0.005395,-0.005395,-0.005395,-0.005395,-0.055395,-0.065395,-0.065395,0.004605,0.004605,0.004605,0.004605,0.004605,0.004605,-0.005395,0.004605,0.004605,0.004605,0.004605,0.004605,0.004605,0.004605,0.004605,0.004605,0.004605,0.004605,0.004605,0.004605,0.004605,-7.70E-05,-6.50E-05,-4.80E-05,-0.000549,-0.000317,-0.000443,-0.000501,-0.000487,0.000262,-0.000484,-0.000483,-0.000483,0.024748,-0.000483,-0.000484,-0.000483,0.014463,-0.000483,-0.005395,-0.005395,-0.000483,-4.80E-05,-0.000483,-0.000483,-0.000483,-0.000483,-0.000483,-0.000484,-0.000482,-0.000481,-0.000474,-0.000483,-0.000481,-4.80E-05,-4.80E-05,-4.80E-05,-4.80E-05,-4.90E-05,-0.048218,-0.000112,-0.000485
23,22,-0.01423,-0.02423,-0.01423,-0.01423,-0.00423,0.02577,0.11577,0.01577,0.22577,0.19577,0.23577,0.22577,-0.00423,0.23577,0.23577,0.23382,0.23385,0.23412,0.23419,0.2377,0.26386,0.35578,-0.16595,-0.06347,-0.04529,-0.02051,-0.01566,-0.01062,-0.00512,-0.00252,-0.00423,-0.01423,-0.01423,-0.01423,-0.01423,-0.02423,-0.00423,0.11577,0.15577,0.11577,0.09577,0.03577,0.02577,0.01577,0.00577,0.00577,0.00577,0.00577,0.06577,0.09577,0.11577,-0.00423,-0.00423,-0.00423,-0.00423,-0.00423,-0.00423,-0.00423,-0.00423,-0.00423,-0.00423,-0.00423,-0.00423,-0.00423,-0.00423,-0.00423,-0.00423,-0.00423,-0.00423,-0.00423,-0.00423,-0.00423,0.00032,0.00031,4.00E-05,0.00037,0.00021,0.00029,0.00033,0.00032,0.00011,0.00032,0.00032,0.00032,-0.02242,0.00032,0.00032,0.00032,-0.05873,0.00032,-0.00423,-0.00423,0.00032,4.00E-05,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.00031,0.00032,0.00032,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,0.03475,0.00034,0.00032
8,23,-0.04468,-0.04468,-0.04468,-0.04468,-0.09468,-0.18468,-0.15468,-0.38468,-0.13468,-0.12468,-0.07468,-0.08468,0.00532,-0.06468,-0.07468,-0.06808,-0.06804,-0.06777,-0.06395,-0.02971,-0.03108,-0.01805,0.20002,0.02606,0.00443,-0.02502,-0.02647,-0.01936,-0.00923,-0.00441,0.00532,-0.01468,-0.01468,-0.02468,0.01532,0.04532,0.08532,0.02532,0.01532,0.02532,0.03532,0.05532,0.04532,0.02532,0.00532,0.00532,0.00532,0.00532,0.03532,0.03532,0.02532,0.00532,-0.00468,0.00532,0.00532,0.00532,0.00532,0.00532,-0.00468,-0.00468,-0.00468,-0.00468,-0.00468,-0.00468,0.00532,0.00532,0.00532,0.00532,0.00532,0.00532,0.00532,0.00532,0.00092,0.00091,-1.00E-05,0.00053,0.00029,0.00043,0.00049,0.00048,0.00055,0.00048,0.00048,0.00048,-0.0237,0.00048,0.00048,0.00048,0.02045,0.00048,0.00532,0.00532,0.00048,-1.00E-05,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00047,0.00046,0.00048,0.00047,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0.04985,0.00096,0.00048
24,23,-0.05107,-0.06107,-0.05107,-0.05107,-0.02107,0.03893,0.11893,0.19893,0.20893,0.18893,0.20893,0.20893,-0.00107,0.20893,0.20893,0.21101,0.21103,0.21122,0.21123,0.21653,0.22242,0.24325,0.36572,-0.25603,-0.17734,-0.07542,-0.0552,-0.0398,-0.01923,-0.00946,-0.00107,-0.04107,-0.04107,-0.05107,-0.02107,0.00893,0.20893,0.19893,0.20893,0.18893,0.18893,0.17893,0.10893,0.05893,0.01893,0.00893,0.00893,0.00893,0.14893,0.17893,0.18893,-0.00107,-0.00107,-0.00107,-0.00107,-0.00107,-0.00107,-0.00107,-0.00107,-0.00107,-0.00107,-0.00107,-0.00107,-0.00107,-0.00107,-0.00107,-0.00107,-0.00107,-0.00107,-0.00107,-0.00107,-0.00107,0.00165,0.00162,2.00E-05,0.00119,0.00065,0.00095,0.00108,0.00106,0.00085,0.00105,0.00105,0.00105,-0.06698,0.00105,0.00105,0.00105,-0.23572,0.00105,-0.00107,-0.00107,0.00105,2.00E-05,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00105,0.00104,0.00103,0.00105,0.00104,2.00E-05,2.00E-05,2.00E-05,2.00E-05,2.00E-05,0.13988,0.00173,0.00105
6,24,-0.05843,-0.04843,-0.04843,-0.05843,-0.15843,-0.36843,-0.25843,-0.18843,-0.13843,-0.16843,-0.11843,-0.12843,0.00157,-0.11843,-0.11843,-0.11489,-0.11485,-0.11457,-0.11286,-0.09026,-0.09342,-0.09303,-0.0162,0.21774,0.1244,0.00212,-0.01422,-0.01033,-0.00474,-0.0021,0.00157,0.00157,0.00157,-0.00843,0.04157,0.07157,-0.00843,-0.04843,-0.04843,-0.03843,-0.03843,-0.00843,0.01157,0.01157,0.00157,0.00157,0.00157,0.00157,-0.00843,-0.02843,-0.03843,0.00157,0.00157,0.00157,0.00157,0.00157,0.00157,0.00157,0.00157,0.00157,0.00157,0.00157,0.00157,0.00157,0.00157,0.00157,0.00157,0.00157,0.00157,0.00157,0.00157,0.00157,0.00053,0.00053,-1.00E-05,0.00025,0.00013,0.0002,0.00023,0.00022,0.00036,0.00022,0.00022,0.00022,-0.00349,0.00022,0.00022,0.00022,0.19365,0.00022,0.00157,0.00157,0.00022,-1.00E-05,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0.00023,0.00055,0.00022
25,89,-0.08805,-0.08805,-0.08805,-0.08805,0.01195,0.21195,0.21195,0.22195,0.22195,0.22195,0.22195,0.22195,0.00195,0.22195,0.22195,0.21701,0.21701,0.21703,0.21689,0.21568,0.2169,0.22006,0.23192,0.27155,-0.49817,-0.15797,-0.10422,-0.0749,-0.0359,-0.01745,0.00195,-0.07805,-0.07805,-0.08805,0.06195,0.18195,0.21195,0.21195,0.21195,0.21195,0.20195,0.20195,0.18195,0.11195,0.03195,0.01195,0.02195,0.02195,0.19195,0.20195,0.20195,0.00195,0.00195,0.00195,0.00195,0.00195,0.00195,0.00195,0.00195,-0.00805,0.00195,0.00195,0.00195,0.00195,0.00195,0.00195,0.00195,0.00195,0.00195,0.00195,0.00195,0.00195,0.00332,0.00327,0,0.00215,0.00116,0.00171,0.00196,0.00192,0.00184,0.00191,0.00191,0.00191,-0.13438,0.00191,0.00191,0.00191,0.33838,0.00191,0.00195,0.00195,0.00191,0,0.00191,0.00191,0.00191,0.00191,0.0019,0.00191,0.0019,0.00189,0.00186,0.0019,0.00189,0,0,0,0,0,0.19233,0.00347,0.00191
26,25,-0.08605,-0.09605,-0.09605,-0.08605,0.01395,0.21395,0.21395,0.22395,0.22395,0.21395,0.21395,0.21395,0.00395,0.21395,0.21395,0.21701,0.21701,0.21703,0.21689,0.21568,0.2169,0.22006,0.23192,0.27154,0.53159,-0.15797,-0.10422,-0.0749,-0.0359,-0.01746,0.00395,-0.07605,-0.07605,-0.09605,0.06395,0.18395,0.20395,0.20395,0.21395,0.20395,0.20395,0.20395,0.18395,0.11395,0.03395,0.01395,0.02395,0.02395,0.19395,0.20395,0.20395,0.00395,0.00395,0.00395,0.00395,0.00395,0.00395,0.00395,-0.00605,-0.00605,0.00395,0.00395,0.00395,0.00395,0.00395,0.00395,0.00395,0.00395,0.00395,0.00395,0.00395,0.00395,0.00332,0.00327,0,0.00214,0.00116,0.00172,0.00196,0.00192,0.00184,0.00191,0.00191,0.00191,-0.13438,0.00191,0.00191,0.00191,0.33838,0.00191,0.00395,0.00395,0.00191,0,0.00191,0.00191,0.00191,0.00191,0.0019,0.00191,0.00189,0.00189,0.00185,0.0019,0.00189,0,0,0,0,0,0.19231,0.00348,0.00191
4,26,-0.50267,-0.46267,-0.41267,-0.53267,-0.38267,-0.08267,-0.07267,-0.06267,-0.05267,-0.05267,-0.05267,-0.05267,-0.00267,-0.05267,-0.05267,-0.04865,-0.04865,-0.04861,-0.04829,-0.04435,-0.04535,-0.04669,-0.04038,-0.0236,0.08546,0.22896,-0.04004,-0.02804,-0.01199,-0.00441,0.00733,0.02733,0.02733,-0.03267,0.06733,-0.00267,-0.03267,-0.03267,-0.03267,-0.03267,-0.03267,-0.02267,-0.01267,-0.01267,-0.00267,0.00733,0.00733,0.00733,-0.02267,-0.03267,-0.03267,-0.00267,-0.00267,-0.00267,-0.00267,-0.00267,-0.00267,-0.00267,-0.00267,-0.00267,-0.00267,-0.00267,-0.00267,-0.00267,-0.00267,-0.00267,-0.00267,-0.00267,-0.00267,-0.00267,-0.00267,-0.00267,0.0009,0.00089,0,0.00053,0.00029,0.00043,0.00049,0.00048,0.00053,0.00048,0.00048,0.00048,0.11014,0.00048,0.00048,0.00048,0.0044,0.00048,-0.00267,-0.00267,0.00048,0,0.00048,0.00048,0.00048,0.00048,0.00047,0.00048,0.00047,0.00047,0.00046,0.00047,0.00047,0,0,0,0,0,-0.02165,0.00094,0.00048
27,85,0.16213,0.13213,0.09213,0.19213,0.19213,0.21213,0.21213,0.21213,0.21213,0.21213,0.21213,0.21213,0.00213,0.21213,0.21213,0.20988,0.20988,0.2099,0.20984,0.20914,0.20957,0.21051,0.21287,0.21982,0.25803,0.30801,-0.21828,-0.15516,-0.0712,-0.03148,0.01213,-0.01787,-0.01787,-0.19787,0.21213,0.20213,0.21213,0.20213,0.20213,0.20213,0.20213,0.20213,0.19213,0.12213,0.04213,0.02213,0.03213,0.03213,0.20213,0.20213,0.20213,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213,-0.00787,-0.01787,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213,0.00609,0.006,0,0.00387,0.00209,0.0031,0.00354,0.00347,0.00342,0.00345,0.00345,0.00345,0.53157,0.00345,0.00345,0.00345,0.22965,0.00345,0.00213,0.00213,0.00344,0,0.00344,0.00344,0.00344,0.00344,0.00343,0.00344,0.00343,0.00341,0.00336,0.00343,0.00341,0,0,0,0,0,0.19816,0.00636,0.00345
3,27,-0.33614,-0.37614,-0.44614,-0.29614,-0.25614,-0.17614,-0.16614,-0.16614,-0.16614,-0.16614,-0.16614,-0.16614,-0.00614,-0.15614,-0.16614,-0.16098,-0.16098,-0.16098,-0.16084,-0.15912,-0.15974,-0.16081,-0.16048,-0.16009,-0.15277,-0.14349,0.13913,0.09903,0.04572,0.0205,-0.00614,0.02386,0.02386,0.12386,-0.12614,-0.14614,-0.15614,-0.15614,-0.15614,-0.15614,-0.15614,-0.14614,-0.13614,-0.08614,-0.02614,-0.01614,-0.02614,-0.02614,-0.14614,-0.14614,-0.15614,-0.00614,0.00386,-0.00614,-0.00614,-0.00614,-0.00614,-0.00614,0.00386,0.01386,0.00386,0.00386,0.00386,0.00386,-0.00614,-0.00614,-0.00614,-0.00614,-0.00614,-0.00614,-0.00614,-0.00614,-0.00428,-0.00422,0,-0.00252,-0.00136,-0.00202,-0.0023,-0.00226,-0.00253,-0.00224,-0.00224,-0.00224,-0.01803,-0.00224,-0.00224,-0.00224,-0.15821,-0.00224,-0.00614,-0.00614,-0.00224,0,-0.00224,-0.00224,-0.00224,-0.00224,-0.00224,-0.00224,-0.00223,-0.00222,-0.00218,-0.00224,-0.00222,0,0,0,0,0,-0.14443,-0.00445,-0.00224
28,34,0.2567,0.2667,0.2667,0.2567,0.2567,0.2367,0.2367,0.2367,0.2367,0.2367,0.2367,0.2367,0.0067,0.2367,0.2367,0.2335,0.2335,0.2336,0.2335,0.2328,0.2331,0.2338,0.2347,0.2371,0.2461,0.258,0.2847,-0.5271,-0.2345,-0.0961,0.0767,0.2367,0.2367,0.3667,0.2367,0.2267,0.2267,0.2267,0.2267,0.2267,0.2267,0.2267,0.2167,0.1567,0.0967,0.0667,0.0767,0.0767,0.2267,0.2267,0.2267,0.0167,-0.0033,0.0167,0.0167,0.0167,0.0167,0.0167,-0.0133,-0.0633,-0.0033,-0.0033,-0.0033,-0.0033,0.0167,0.0167,0.0167,0.0167,0.0167,0.0167,0.0167,0.0167,0.019,0.0187,0,0.0118,0.0064,0.0095,0.0108,0.0106,0.0108,0.0105,0.0105,0.0105,0.2696,0.0105,0.0105,0.0105,0.2394,0.0105,0.0067,0.0067,0.0105,0,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0104,0.0103,0.0105,0.0104,0,0,0,0,0,0.2236,0.0198,0.0105
29,28,0.2567,0.2667,0.2667,0.2567,0.2567,0.2367,0.2367,0.2367,0.2367,0.2367,0.2367,0.2367,0.0067,0.2367,0.2367,0.2335,0.2335,0.2335,0.2335,0.2328,0.2331,0.2338,0.2347,0.2371,0.2461,0.258,0.2847,0.5077,-0.2345,-0.0961,0.0767,0.2367,0.2367,0.3667,0.2367,0.2267,0.2267,0.2267,0.2267,0.2267,0.2267,0.2267,0.2167,0.1567,0.0967,0.0667,0.0767,0.0767,0.2267,0.2267,0.2267,0.0167,-0.0033,0.0167,0.0167,0.0167,0.0167,0.0167,-0.0133,-0.0633,-0.0033,-0.0033,-0.0033,-0.0033,0.0167,0.0167,0.0167,0.0167,0.0167,0.0167,0.0167,0.0167,0.019,0.0187,0,0.0118,0.0064,0.0095,0.0108,0.0106,0.0108,0.0105,0.0105,0.0105,0.2696,0.0105,0.0105,0.0105,0.2394,0.0105,0.0067,0.0067,0.0105,0,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0104,0.0102,0.0105,0.0104,0,0,0,0,0,0.2236,0.0198,0.0105
30,29,0.2647,0.2647,0.2647,0.2647,0.2547,0.2347,0.2347,0.2347,0.2347,0.2347,0.2347,0.2347,0.0147,0.2347,0.2347,0.2335,0.2335,0.2335,0.2335,0.2328,0.2331,0.2338,0.2347,0.2371,0.2461,0.258,0.2847,0.5077,0.8048,-0.0961,0.0747,0.2347,0.2347,0.3647,0.2347,0.2347,0.2347,0.2347,0.2347,0.2247,0.2247,0.2247,0.2147,0.1547,0.0947,0.0647,0.0847,0.0847,0.2247,0.2247,0.2247,0.0247,0.0047,0.0247,0.0247,0.0247,0.0247,0.0247,-0.0153,-0.0553,0.0047,0.0047,0.0047,0.0047,0.0247,0.0247,0.0247,0.0247,0.0247,0.0247,0.0247,0.0147,0.019,0.0187,0,0.0118,0.0064,0.0095,0.0108,0.0106,0.0108,0.0105,0.0105,0.0105,0.2696,0.0105,0.0105,0.0105,0.2394,0.0105,0.0147,0.0147,0.0105,0,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0104,0.0102,0.0105,0.0104,0,0,0,0,0,0.2236,0.0198,0.0105
30,31,0.1861,0.1861,0.1761,0.1861,0.1861,0.2061,0.2061,0.2061,0.2061,0.2061,0.2061,0.2061,0.0461,0.2061,0.2061,0.2052,0.2053,0.2053,0.2053,0.206,0.2057,0.2052,0.2045,0.2025,0.1953,0.1857,0.1635,-0.0292,-0.2859,-0.4074,0.3561,0.2061,0.2061,0.0861,0.2061,0.2061,0.2061,0.2061,0.2061,0.2061,0.2061,0.2061,0.2161,0.2661,0.3261,0.2861,0.3061,0.3061,0.2161,0.2061,0.2061,0.0861,-0.0039,0.0861,0.0861,0.0861,0.0861,0.0861,-0.0639,-0.2539,-0.0039,-0.0039,-0.0039,-0.0039,0.0861,0.0861,0.0861,0.0861,0.0861,0.0861,0.0861,0.0761,0.0787,0.0775,0,0.0499,0.027,0.04,0.0457,0.0447,0.0442,0.0445,0.0445,0.0445,0.1761,0.0445,0.0445,0.0445,0.2007,0.0445,0.0461,0.0461,0.0445,0,0.0445,0.0445,0.0445,0.0445,0.0444,0.0445,0.0443,0.044,0.0433,0.0443,0.0441,0,0,0,0,0,0.2137,0.0822,0.0445
31,32,0.4445,0.4445,0.4445,0.4445,0.4245,0.4045,0.3945,0.3945,0.3945,0.3945,0.3945,0.3945,-0.0055,0.3945,0.3945,0.3901,0.3901,0.3901,0.39,0.3883,0.3892,0.3908,0.3932,0.3993,0.4196,0.4458,0.46,0.3203,0.1342,0.0462,-0.0655,0.5445,0.5445,0.4045,0.4245,0.3945,0.3845,0.3845,0.3845,0.3845,0.3745,0.3745,0.3545,0.1845,0.0045,-0.0355,-0.0155,-0.0155,0.3645,0.3745,0.3845,-0.0055,0.0045,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,0.0045,0.0245,0.0045,0.0045,0.0045,0.0045,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0091,-0.009,0,-0.0057,-0.0031,-0.0045,-0.0052,-0.0051,-0.0052,-0.0051,-0.005,-0.005,0.4519,-0.005,-0.0051,-0.005,0.4045,-0.005,-0.0055,-0.0055,-0.005,0,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.0049,-0.005,-0.005,0,0,0,0,0,0.3652,-0.0095,-0.0051
