Id,latitude,longitude,Weight
259,59.242518,122.411447,0.18910503
260,57.923651,122.34547,0.18829189
256,63.084101,122.741853,0.19909176
257,63.628968,123.336166,0.19696338
254,62.683119,121.156843,0.17083101
250004,64.467919,122.520544,0.028370416
421,65.206286,125.176253,0.054849613
420,66.524251,125.37834,0.04129281
419,67.344258,125.513411,0.030072588
418,68.516082,125.749786,-0.00119321
416,69.424044,125.918106,-0.012775469
417,70.245855,126.946206,-0.016731082
415,68.838131,123.793331,0.007836332
414,67.819663,123.5315,0.015863879
413,66.573415,122.966279,0.019064156
250001,68.310855,122.274818,0.0257281
21,43.227127,106.024703,0.9983233
319,47.271682,111.883161,0.5131296
320,47.711454,112.371495,0.5109578
20,44.281679,107.036699,0.98958826
19,44.906832,103.25834,1.0002376
18,46.598266,101.045768,1
302,48.433583,114.933694,0.20196046
303,48.751573,114.168463,0.18344666
305,49.024006,112.880091,0.16240166
306,49.90716,113.669219,0.15723075
307,50.138097,113.169974,0.15676893
321,48.029444,112.737746,0.5078054
11,46.167965,100.220275,0.99734545
322,48.248202,110.569333,0.51173437
323,48.218884,109.253427,0.514216
301,51.496205,111.739258,0.1133636
300,51.871478,110.574528,0.11106446
324,49.608566,111.513793,0.48135445
368,50.138097,110.541279,0.4105105
367,50.513821,110.940779,0.40875235
369,50.889544,111.340278,0.407879
325,55.859201,113.561161,0.11171357
365,54.282334,114.188723,0.10038895
362,54.196184,112.273309,0.08907069
360001,54.240837,109.809297,0.066534325
360,54.356306,109.044066,0.06450046
359,54.471774,108.37858,0.06390813
361,54.177691,110.816617,0.08832698
366,52.84845,111.678995,0.11383697
364,53.142984,110.674792,0.111044504
363,53.373921,109.310053,0.1096189
326,55.343201,112.405783,0.124896966
327,55.85875,112.437992,0.1260012
328,55.887617,111.606264,0.12372603
329,55.916484,110.674792,0.1184531
330,56.956603,113.270239,0.13404308
334,58.11219,112.737746,0.16110726
336,59.299801,113.660387,0.26048082
331,53.9666,115.410599,0.36317337
332,54.110033,116.004913,0.35955137
333,56.6332,114.684331,0.2824969
337,61.908668,112.669691,0.24298057
338,62.086832,114.415228,0.21427253
340,62.233423,116.776377,0.19354874
341,62.321378,118.108908,0.16938914
250,62.555472,119.947436,0.12599514
251,61.851385,119.934967,0.12908381
253,59.873084,119.637811,0.12257349
252,60.962818,119.803013,0.1230855
342,61.622252,118.184755,0.17237474
343,60.790518,118.184755,0.17016853
344,59.905109,117.906301,0.1577583
339,60.532518,114.750308,0.21180274
250003,63.832391,119.8586,0.10267429
250002,64.987978,119.825352,0.09094384
412,67.049272,118.63101,0.05443622
411,66.436296,117.029376,0.06305787
410,65.616289,114.904082,0.11116025
409,64.942873,113.52116,0.11825631
408,64.005594,111.429633,0.1666199
407001,62.98036,107.921416,0.21686305
407,61.105801,105.762353,0.21792491
345,61.765234,111.216636,0.20979539
346,60.819385,110.589593,0.2194741
347,59.672368,110.093986,0.22849992
348,58.52535,109.499672,0.22560418
349,57.436067,109.301221,0.22510228
350,61.449951,108.442999,0.21976201
350001,59.143287,107.583738,0.29956684
351,59.357084,106.725516,0.29881412
356,56.524498,106.058471,0.31301984
352,56.641319,107.070467,0.3471842
335,57.678732,111.473271,0.16198921
406,61.515804,102.52376,0.28002518
405,60.666479,100.027539,0.30025586
404,59.390462,98.6202,0.33422202
353,55.645403,107.070467,0.3506845
354,55.08926,106.935396,0.34830606
355,54.47403,106.767076,0.3418611
357,55.674722,105.552473,0.31022742
358,55.733358,104.540478,0.3092636
370,50.427219,109.7428,0.38695306
371,51.047412,109.111602,0.36541152
372,51.252188,107.660625,0.29508135
373,51.999125,108.251302,0.29475167
374,51.926055,108.723532,0.29407892
378,50.336107,106.974358,0.3078387
379,49.797104,108.339617,0.32644936
380,48.989276,107.718809,0.3292292
381,48.019521,107.471005,0.33296385
